7	a	ban	on	partial-birth	abortion	at1	nn1	ii	jj	nn1
5	a	major	positive	impact	on	at1	jj	jj	nn1	ii
6	a	major	public	health	concern	at1	jj	jj	nn1	nn1
6	a	major	public	health	issue	at1	jj	jj	nn1	nn1
21	a	major	public	health	problem	at1	jj	jj	nn1	nn1
24	a	matter	of	personal	choice	at1	nn1	io	jj	nn1
40	a	matter	of	personal	preference	at1	nn1	io	jj	nn1
26	a	matter	of	personal	taste	at1	nn1	io	jj	nn1
7	a	matter	of	public	concern	at1	nn1	io	jj	nn1
6	a	matter	of	public	health	at1	nn1	io	jj	nn1
8	a	matter	of	public	interest	at1	nn1	io	jj	nn1
34	a	matter	of	public	policy	at1	nn1	io	jj	nn1
78	a	matter	of	public	record	at1	nn1	io	jj	nn1
5	a	maximum	possible	score	of	at1	jj	jj	nn1	io
5	a	model	of	political	stability	at1	nn1	io	jj	nn1
27	a	more	level	playing	field	at1	rgr	jj	jj	nn1
8	a	more	open	political	system	at1	rgr	jj	jj	nn1
5	a	more	positive	approach	to	at1	rgr	jj	nn1	ii
5	a	more	positive	attitude	about	at1	rgr	jj	nn1	ii
40	a	more	positive	attitude	toward	at1	rgr	jj	nn1	ii
6	a	more	positive	attitude	towards	at1	rgr	jj	nn1	ii
5	a	more	positive	benefit	in	at1	rgr	jj	nn1	ii
5	a	more	positive	effect	on	at1	rgr	jj	nn1	ii
5	a	more	positive	image	of	at1	rgr	jj	nn1	io
7	a	more	positive	outlook	on	at1	rgr	jj	nn1	ii
7	a	more	positive	perception	of	at1	rgr	jj	nn1	io
16	a	more	positive	view	of	at1	rgr	jj	nn1	io
13	a	more	powerful	influence	on	at1	rgr	jj	nn1	ii
6	a	more	powerful	predictor	of	at1	rgr	jj	nn1	io
5	a	more	proactive	role	in	at1	rgr	jj	nn1	ii
10	a	more	profound	impact	on	at1	rgr	jj	nn1	ii
11	a	more	profound	understanding	of	at1	rgr	jj	nn1	io
7	a	more	prominent	place	in	at1	rgr	jj	nn1	ii
6	a	more	prominent	role	for	at1	rgr	jj	nn1	if
26	a	more	prominent	role	in	at1	rgr	jj	nn1	ii
9	a	much	more	positive	view	at1	rr	rgr	jj	nn1
10	a	narcotic	or	psychotropic	substance	at1	nn1	cc	jj	nn1
9	a	national	putative	father	registry	at1	jj	jj	nn1	nn1
8	a	New	England	prep	school	at1	np1	np1	jj	nn1
8	a	new	era	of	political	at1	jj	nn1	io	jj
9	a	new	form	of	political	at1	jj	nn1	io	jj
7	a	new	generation	of	political	at1	jj	nn1	io	jj
7	a	new	kind	of	political	at1	jj	nn1	io	jj
5	a	new	public	health	insurance	at1	jj	jj	nn1	nn1
9	a	New	York	public	relations	at1	np1	np1	jj	nn2
13	a	number	of	possible	explanations	at1	nn1	io	jj	nn2
6	a	number	of	possible	ways	at1	nn1	io	jj	nn2
6	a	number	of	potential	problems	at1	nn1	io	jj	nn2
6	a	number	of	previous	studies	at1	nn1	io	jj	nn2
5	a	number	of	professional	athletes	at1	nn1	io	jj	nn2
6	a	number	of	professional	organizations	at1	nn1	io	jj	nn2
6	a	packed	house	at	the	at1	jj	nn1	ii	at
5	a	paid	consultant	to	the	at1	jj	nn1	ii	at
9	a	pained	expression	on	his	at1	jj	nn1	ii	appge
13	a	painful	reminder	of	the	at1	jj	nn1	io	at
5	a	pair	of	panty	hose	at1	nn	io	jj	nn1
8	a	pale	imitation	of	the	at1	jj	nn1	io	at
6	a	pale	reflection	of	the	at1	jj	nn1	io	at
12	a	Palestinian	refugee	camp	in	at1	jj	nn1	nn1	ii
19	a	Palestinian	state	in	the	at1	jj	nn1	ii	at
8	a	Palestinian	state	on	the	at1	jj	nn1	ii	at
5	a	palpable	sense	of	relief	at1	jj	nn1	io	nn1
64	a	panoramic	view	of	the	at1	jj	nn1	io	at
7	a	parchment-lined	baking	sheet	and	at1	jj	nn1	nn1	cc
19	a	part-time	job	as	a	at1	jj	nn1	ii	at1
20	a	part-time	job	at	a	at1	jj	nn1	ii	at1
9	a	part-time	job	at	the	at1	jj	nn1	ii	at
5	a	part-time	student	at	the	at1	jj	nn1	ii	at
7	a	partial	answer	to	the	at1	jj	nn1	ii	at
5	a	partial	exception	to	the	at1	jj	nn1	ii	at
8	a	partial	explanation	for	the	at1	jj	nn1	if	at
8	a	partial	list	of	the	at1	jj	nn1	io	at
5	a	partial	list	of	what	at1	jj	nn1	io	ddq
11	a	partial	solution	to	the	at1	jj	nn1	ii	at
10	a	partial	view	of	the	at1	jj	nn1	io	at
8	a	particular	area	of	the	at1	jj	nn1	io	at
13	a	particular	aspect	of	the	at1	jj	nn1	io	at
5	a	particular	belief	in	or	at1	jj	nn1	ii	cc
9	a	particular	challenge	to	the	at1	jj	nn1	ii	at
6	a	particular	conception	of	the	at1	jj	nn1	io	at
12	a	particular	course	of	action	at1	jj	nn1	io	nn1
9	a	particular	emphasis	on	the	at1	jj	nn1	ii	at
6	a	particular	ethnic	group	or	at1	jj	jj	nn1	cc
5	a	particular	favorite	of	mine	at1	jj	nn1	io	ppge
10	a	particular	focus	on	the	at1	jj	nn1	ii	at
8	a	particular	group	of	people	at1	jj	nn1	io	nn
7	a	particular	group	of	students	at1	jj	nn1	io	nn2
10	a	particular	interest	in	the	at1	jj	nn1	ii	at
5	a	particular	interest	in	this	at1	jj	nn1	ii	dd1
5	a	particular	moment	in	history	at1	jj	nn1	ii	nn1
11	a	particular	moment	in	time	at1	jj	nn1	ii	nnt1
33	a	particular	part	of	the	at1	jj	nn1	io	at
11	a	particular	period	of	time	at1	jj	nn1	io	nnt1
8	a	particular	piece	of	legislation	at1	jj	nn1	io	nn1
5	a	particular	piece	of	music	at1	jj	nn1	io	nn1
11	a	particular	place	and	time	at1	jj	nn1	cc	nnt1
5	a	particular	point	in	history	at1	jj	nn1	ii	nn1
5	a	particular	point	in	the	at1	jj	nn1	ii	at
20	a	particular	point	in	time	at1	jj	nn1	ii	nnt1
16	a	particular	point	of	view	at1	jj	nn1	io	nn1
5	a	particular	portion	of	the	at1	jj	nn1	io	at
6	a	particular	problem	in	the	at1	jj	nn1	ii	at
28	a	particular	program	when	it	at1	jj	nn1	cs	pph1
9	a	particular	region	of	the	at1	jj	nn1	io	at
6	a	particular	religious	belief	is	at1	jj	jj	nn1	vbz
7	a	particular	section	of	the	at1	jj	nn1	io	at
11	a	particular	segment	of	the	at1	jj	nn1	io	at
12	a	particular	set	of	circumstances	at1	jj	nn1	io	nn2
5	a	particular	set	of	conditions	at1	jj	nn1	io	nn2
5	a	particular	set	of	political	at1	jj	nn1	io	jj
5	a	particular	set	of	political	at1	jj	nn1	io	jj
5	a	particular	set	of	skills	at1	jj	nn1	io	nn2
6	a	particular	social	group	or	at1	jj	jj	nn1	cc
26	a	particular	time	and	place	at1	jj	nnt1	cc	nn1
7	a	particular	time	of	day	at1	jj	nnt1	io	nnt1
5	a	particular	time	of	year	at1	jj	nnt1	io	nnt1
7	a	particular	version	of	the	at1	jj	nn1	io	at
10	a	particular	view	of	the	at1	jj	nn1	io	at
12	a	particular	way	of	life	at1	jj	nn1	io	nn1
9	a	passing	interest	in	the	at1	jj	nn1	ii	at
6	a	passing	reference	to	the	at1	jj	nn1	ii	at
5	a	passing	resemblance	to	a	at1	jj	nn1	ii	at1
16	a	passing	resemblance	to	the	at1	jj	nn1	ii	at
5	A	passing	score	for	this	at1	jj	nn1	if	dd1
6	a	past	chair	of	ASME	at1	jj	nn1	io	np1
26	a	past	chair	of	the	at1	jj	nn1	io	at
16	a	past	chairman	of	the	at1	jj	nn1	io	at
5	a	past	member	of	the	at1	jj	nn1	io	at
125	a	past	president	of	the	at1	jj	nn1	io	at
9	A	past	president	of	the	at1	jj	nn1	io	at
6	a	patient	bill	of	rights	at1	jj	nn1	io	nn2
9	a	peaceful	end	to	the	at1	jj	nn1	ii	at
37	a	peaceful	resolution	of	the	at1	jj	nn1	io	at
12	a	peaceful	resolution	of	this	at1	jj	nn1	io	dd1
22	a	peaceful	resolution	to	the	at1	jj	nn1	ii	at
7	a	peaceful	resolution	to	this	at1	jj	nn1	ii	dd1
12	a	peaceful	settlement	of	the	at1	jj	nn1	io	at
11	a	peaceful	solution	of	the	at1	jj	nn1	io	at
51	a	peaceful	solution	to	the	at1	jj	nn1	ii	at
10	a	peaceful	solution	to	this	at1	jj	nn1	ii	dd1
13	a	peaceful	transfer	of	power	at1	jj	nn1	io	nn1
7	a	peaceful	transition	of	power	at1	jj	nn1	io	nn1
8	a	peaceful	transition	to	democracy	at1	jj	nn1	ii	nn1
10	a	peaceful	way	out	of	at1	jj	nn1	ii21	ii22
9	a	peck	of	pickled	peppers	at1	nn1	io	jj	nn2
6	a	perceived	need	to	represent	at1	jj	nn1	to	vvi
6	a	perceived	threat	to	the	at1	jj	nn1	ii	at
10	a	perfect	backdrop	for	the	at1	jj	nn1	if	at
6	a	perfect	candidate	for	the	at1	jj	nn1	if	at
9	a	perfect	case	in	point	at1	jj	nn1	ii	nn1
7	a	perfect	choice	for	a	at1	jj	nn1	if	at1
9	a	perfect	complement	to	the	at1	jj	nn1	ii	at
9	a	perfect	day	for	a	at1	jj	nnt1	if	at1
5	a	perfect	day	for	the	at1	jj	nnt1	if	at
10	a	perfect	description	of	the	at1	jj	nn1	io	at
5	a	perfect	encapsulation	of	the	at1	jj	nn1	io	at
6	A	perfect	example	is	the	at1	jj	nn1	vbz	at
24	a	perfect	example	of	a	at1	jj	nn1	io	at1
41	a	perfect	example	of	how	at1	jj	nn1	io	rrq
9	a	perfect	example	of	how	at1	jj	nn1	io	rgq
7	a	perfect	example	of	it	at1	jj	nn1	io	pph1
5	a	perfect	example	of	someone	at1	jj	nn1	io	pn1
20	a	perfect	example	of	that	at1	jj	nn1	io	dd1
67	a	perfect	example	of	the	at1	jj	nn1	io	at
18	a	perfect	example	of	this	at1	jj	nn1	io	dd1
31	a	perfect	example	of	what	at1	jj	nn1	io	ddq
18	a	perfect	example	of	why	at1	jj	nn1	io	rrq
6	a	perfect	fit	in	the	at1	jj	nn1	ii	at
8	a	perfect	foil	for	the	at1	jj	nn1	if	at
9	a	perfect	illustration	of	the	at1	jj	nn1	io	at
5	a	perfect	image	of	the	at1	jj	nn1	io	at
20	a	perfect	match	for	the	at1	jj	nn1	if	at
8	a	perfect	metaphor	for	the	at1	jj	nn1	if	at
5	a	perfect	opportunity	for	the	at1	jj	nn1	if	at
13	a	perfect	place	for	a	at1	jj	nn1	if	at1
7	a	perfect	reflection	of	the	at1	jj	nn1	io	at
8	a	perfect	right	to	be	at1	jj	nn1	to	vbi
9	a	perfect	right	to	do	at1	jj	nn1	to	vdi
6	a	perfect	right	to	go	at1	jj	nn1	to	vvi
7	a	perfect	score	on	the	at1	jj	nn1	ii	at
22	a	perfect	view	of	the	at1	jj	nn1	io	at
6	a	period	of	profound	change	at1	nn1	io	jj	nn1
5	a	permanent	base	on	the	at1	jj	nn1	ii	at
6	a	permanent	cessation	of	violence	at1	jj	nn1	io	nn1
5	a	permanent	change	in	the	at1	jj	nn1	ii	at
15	a	permanent	feature	of	the	at1	jj	nn1	io	at
10	a	permanent	fixture	in	the	at1	jj	nn1	ii	at
5	a	permanent	fixture	of	the	at1	jj	nn1	io	at
5	a	permanent	fixture	on	the	at1	jj	nn1	ii	at
13	a	permanent	home	for	the	at1	jj	nn1	if	at
7	a	permanent	home	in	the	at1	jj	nn1	ii	at
15	a	permanent	international	criminal	court	at1	jj	jj	jj	nn1
8	a	permanent	mark	on	the	at1	jj	nn1	ii	at
32	a	permanent	member	of	the	at1	jj	nn1	io	at
50	a	permanent	part	of	the	at1	jj	nn1	io	at
5	a	permanent	part	of	their	at1	jj	nn1	io	appge
9	a	permanent	part	of	your	at1	jj	nn1	io	appge
11	a	permanent	place	in	the	at1	jj	nn1	ii	at
6	a	permanent	record	of	the	at1	jj	nn1	io	at
16	a	permanent	resident	of	the	at1	jj	nn1	io	at
25	a	permanent	seat	on	the	at1	jj	nn1	ii	at
11	a	permanent	solution	to	the	at1	jj	nn1	ii	at
5	a	permanent	state	of	affairs	at1	jj	nn1	io	nn2
5	a	permanent	state	of	war	at1	jj	nn1	io	nn1
5	a	permanent	U.S.	military	presence	at1	jj	np1	jj	nn1
5	a	persistent	vegetative	state	for	at1	jj	jj	nn1	if
5	a	personal	ad	in	the	at1	jj	nn1	ii	at
5	a	personal	and	private	matter	at1	jj	cc	jj	nn1
5	a	personal	and	private	matter	at1	jj	cc	jj	nn1
6	a	personal	attack	on	the	at1	jj	nn1	ii	at
11	a	personal	connection	to	the	at1	jj	nn1	ii	at
10	a	personal	connection	with	the	at1	jj	nn1	iw	at
7	a	personal	favorite	of	mine	at1	jj	nn1	io	ppge
8	a	personal	friend	of	mine	at1	jj	nn1	io	ppge
10	a	personal	friend	of	the	at1	jj	nn1	io	at
23	a	personal	interest	in	the	at1	jj	nn1	ii	at
5	a	personal	interest	in	this	at1	jj	nn1	ii	dd1
6	a	personal	model	of	counseling	at1	jj	nn1	io	nn1
20	a	personal	point	of	view	at1	jj	nn1	io	nn1
10	a	personal	record	of	their	at1	jj	nn1	io	appge
7	a	personal	relationship	with	a	at1	jj	nn1	iw	at1
5	a	personal	relationship	with	Christ	at1	jj	nn1	iw	np1
20	a	personal	relationship	with	Jesus	at1	jj	nn1	iw	np1
17	a	personal	relationship	with	the	at1	jj	nn1	iw	at
16	a	personal	stake	in	the	at1	jj	nn1	ii	at
9	a	personal	stake	in	this	at1	jj	nn1	ii	dd1
8	a	personal	tour	of	the	at1	jj	nn1	io	at
5	a	personal	trainer	and	a	at1	jj	nn1	cc	at1
5	a	personal	trainer	at	the	at1	jj	nn1	ii	at
6	a	personal	trainer	to	help	at1	jj	nn1	to	vvi
5	a	perverse	sort	of	way	at1	jj	nn1	io	nn1
5	a	petite	woman	with	a	at1	jj	nn1	iw	at1
6	a	phased	withdrawal	of	U.S.	at1	jj	nn1	io	np1
5	a	phenomenal	amount	of	money	at1	jj	nn1	io	nn1
6	a	philosophical	point	of	view	at1	jj	nn1	io	nn1
8	a	physical	chemist	at	the	at1	jj	nn1	ii	at
10	a	physical	education	methods	course	at1	jj	nn1	nn2	nn1
6	a	physical	education	teacher	and	at1	jj	nn1	nn1	cc
6	a	physical	education	teacher	at	at1	jj	nn1	nn1	ii
5	a	physical	education	teacher	in	at1	jj	nn1	nn1	ii
5	a	physical	examination	of	the	at1	jj	nn1	io	at
5	a	physical	or	mental	disability	at1	jj	cc	jj	nn1
11	a	physical	or	mental	error	at1	jj	cc	jj	nn1
9	a	physical	or	mental	impairment	at1	jj	cc	jj	nn1
5	a	physical	point	of	view	at1	jj	nn1	io	nn1
5	a	piece	of	public	art	at1	nn1	io	jj	nn1
12	a	pinched	nerve	in	his	at1	jj	nn1	ii	appge
6	a	pink	nose	who	likes	at1	jj	nn1	pnqs	vvz
7	a	pink	slip	away	from	at1	jj	nn1	ii21	ii22
7	a	pitched	battle	against	the	at1	jj	nn1	ii	at
10	a	pivotal	figure	in	the	at1	jj	nn1	ii	at
15	a	pivotal	moment	in	the	at1	jj	nn1	ii	at
7	a	pivotal	point	in	the	at1	jj	nn1	ii	at
7	a	pivotal	role	in	determining	at1	jj	nn1	ii	vvg
5	a	pivotal	role	in	helping	at1	jj	nn1	ii	vvg
57	a	pivotal	role	in	the	at1	jj	nn1	ii	at
9	a	pivotal	role	in	this	at1	jj	nn1	ii	dd1
5	a	pivotal	year	in	the	at1	jj	nnt1	ii	at
6	a	plain	white	background	and	at1	jj	jj	nn1	cc
22	a	planetary	scientist	at	the	at1	jj	nn1	ii	at
5	a	planned	economy	to	a	at1	jj	nn1	ii	at1
12	a	plausible	explanation	for	the	at1	jj	nn1	if	at
5	A	plausible	explanation	for	this	at1	jj	nn1	if	dd1
5	a	playful	sense	of	humor	at1	jj	nn1	io	nn1
9	a	pleasant	place	to	be	at1	jj	nn1	to	vbi
6	a	pleasant	place	to	live	at1	jj	nn1	to	vvi
5	a	pleasant	surprise	for	the	at1	jj	nn1	if	at
27	a	polite	way	of	saying	at1	jj	nn1	io	vvg
5	a	polite	way	to	say	at1	jj	nn1	to	vvi
6	a	political	action	committee	that	at1	jj	nn1	nn1	cst
24	a	political	analyst	at	the	at1	jj	nn1	ii	at
5	a	political	analyst	for	the	at1	jj	nn1	if	at
5	a	political	analyst	with	the	at1	jj	nn1	iw	at
5	a	political	and	economic	system	at1	jj	cc	jj	nn1
14	a	political	columnist	for	the	at1	jj	nn1	if	at
7	a	political	columnist	for	The	at1	jj	nn1	if	at
5	a	political	commentator	for	the	at1	jj	nn1	if	at
11	a	political	conflict	of	interest	at1	jj	nn1	io	nn1
6	a	political	consultant	for	the	at1	jj	nn1	if	at
5	a	political	consultant	who	has	at1	jj	nn1	pnqs	vhz
6	a	political	culture	in	which	at1	jj	nn1	ii	ddq
5	a	political	environment	in	which	at1	jj	nn1	ii	ddq
5	a	political	force	to	be	at1	jj	nn1	to	vbi
7	a	political	issue	for	the	at1	jj	nn1	if	at
10	a	political	issue	in	the	at1	jj	nn1	ii	at
6	a	political	order	in	which	at1	jj	nn1	ii	ddq
5	a	political	party	and	its	at1	jj	nn1	cc	appge
46	a	political	point	of	view	at1	jj	nn1	io	nn1
5	a	political	price	to	pay	at1	jj	nn1	to	vvi
9	a	political	problem	for	the	at1	jj	nn1	if	at
7	a	political	process	in	which	at1	jj	nn1	ii	ddq
10	a	political	reporter	for	the	at1	jj	nn1	if	at
5	a	political	science	degree	from	at1	jj	nn1	nn1	ii
8	a	political	science	major	at	at1	jj	nn1	nn1	ii
147	a	political	science	professor	at	at1	jj	nn1	nn1	ii
6	a	political	scientist	at	Claremont	at1	jj	nn1	ii	np1
5	a	political	scientist	at	Harvard	at1	jj	nn1	ii	np1
5	a	political	scientist	at	New	at1	jj	nn1	ii	np1
8	a	political	scientist	at	Rutgers	at1	jj	nn1	ii	np1
5	a	political	scientist	at	Tehran	at1	jj	nn1	ii	np1
108	a	political	scientist	at	the	at1	jj	nn1	ii	at
5	a	political	scientist	at	Virginia	at1	jj	nn1	ii	np1
5	a	political	settlement	between	the	at1	jj	nn1	ii	at
9	a	political	settlement	of	the	at1	jj	nn1	io	at
20	a	political	solution	to	the	at1	jj	nn1	ii	at
7	a	political	supporter	of	the	at1	jj	nn1	io	at
10	a	political	system	based	on	at1	jj	nn1	vvn	ii
11	a	political	system	in	which	at1	jj	nn1	ii	ddq
17	a	political	system	that	is	at1	jj	nn1	cst	vbz
5	a	political	writer	for	the	at1	jj	nn1	if	at
5	a	poor	boy	from	the	at1	jj	nn1	ii	at
15	a	poor	choice	of	words	at1	jj	nn1	io	nn2
5	a	poor	country	with	a	at1	jj	nn1	iw	at1
11	a	poor	excuse	for	a	at1	jj	nn1	if	at1
5	a	poor	match	for	the	at1	jj	nn1	if	at
13	a	poor	response	to	APC	at1	jj	nn1	ii	fo
5	a	poor	showing	in	the	at1	jj	nn1	ii	at
5	a	poor	substitute	for	a	at1	jj	nn1	if	at1
14	a	poor	substitute	for	the	at1	jj	nn1	if	at
7	a	poor	understanding	of	the	at1	jj	nn1	io	at
6	a	popular	gathering	spot	for	at1	jj	nn1	nn1	if
7	a	popular	index	for	changing	at1	jj	nn1	if	vvg
9	a	popular	index	for	making	at1	jj	nn1	if	vvg
7	a	popular	thing	to	do	at1	jj	nn1	to	vdi
5	a	popular	thing	to	say	at1	jj	nn1	to	vvi
5	a	positive	alternative	to	the	at1	jj	nn1	ii	at
9	a	positive	attitude	toward	capital	at1	jj	nn1	ii	nn1
10	a	positive	attitude	toward	myself	at1	jj	nn1	ii	ppx1
5	a	positive	attitude	toward	physical	at1	jj	nn1	ii	jj
5	a	positive	attitude	toward	physical	at1	jj	nn1	ii	jj
11	a	positive	attitude	toward	the	at1	jj	nn1	ii	at
7	a	positive	attitude	towards	capital	at1	jj	nn1	ii	nn1
6	a	positive	attitude	towards	physical	at1	jj	nn1	ii	jj
6	a	positive	attitude	towards	physical	at1	jj	nn1	ii	jj
7	a	positive	attitude	towards	the	at1	jj	nn1	ii	at
7	a	positive	change	in	the	at1	jj	nn1	ii	at
5	a	positive	change	in	their	at1	jj	nn1	ii	appge
5	a	positive	contribution	to	society	at1	jj	nn1	ii	nn1
15	a	positive	contribution	to	the	at1	jj	nn1	ii	at
14	a	positive	correlation	between	the	at1	jj	nn1	ii	at
23	a	positive	correlation	exists	between	at1	jj	nn1	vvz	ii
24	a	positive	difference	in	the	at1	jj	nn1	ii	at
6	a	positive	direction	on	the	at1	jj	nn1	ii	at
5	a	positive	effect	on	our	at1	jj	nn1	ii	appge
11	a	positive	effect	on	student	at1	jj	nn1	ii	nn1
6	a	positive	effect	on	students	at1	jj	nn1	ii	nn2
63	a	positive	effect	on	the	at1	jj	nn1	ii	at
19	a	positive	effect	on	their	at1	jj	nn1	ii	appge
5	a	positive	family	history	of	at1	jj	nn1	nn1	io
10	a	positive	force	in	the	at1	jj	nn1	ii	at
8	a	positive	frame	of	mind	at1	jj	nn1	io	nn1
13	a	positive	image	of	the	at1	jj	nn1	io	at
6	a	positive	impact	in	the	at1	jj	nn1	ii	at
7	a	positive	impact	on	a	at1	jj	nn1	ii	at1
6	a	positive	impact	on	our	at1	jj	nn1	ii	appge
7	a	positive	impact	on	people	at1	jj	nn1	ii	nn
7	a	positive	impact	on	student	at1	jj	nn1	ii	nn1
8	a	positive	impact	on	students	at1	jj	nn1	ii	nn2
63	a	positive	impact	on	the	at1	jj	nn1	ii	at
18	a	positive	impact	on	their	at1	jj	nn1	ii	appge
5	a	positive	impression	of	the	at1	jj	nn1	io	at
23	a	positive	influence	on	the	at1	jj	nn1	ii	at
5	a	positive	link	between	the	at1	jj	nn1	ii	at
5	a	positive	male	role	model	at1	jj	jj	nn1	nn1
6	a	positive	or	negative	effect	at1	jj	cc	jj	nn1
5	a	positive	or	negative	way	at1	jj	cc	jj	nn1
7	a	positive	outlook	on	life	at1	jj	nn1	ii	nn1
6	a	positive	part	of	the	at1	jj	nn1	io	at
5	a	positive	perception	of	the	at1	jj	nn1	io	at
