count,noun,verb
74,Aimard,et
106,Ainsworth,considered
232,Air,Take
580,Airborne,would
70,Airbus,offered
244,Airlines,carries
200,Airplanes,carry
59,Airways,saw
51,Aisle,were
107,Aitken,brought
459,aid,belong
234,aide,puts
77,aids,planning
255,aim,exists
359,aims,contained
1083,air,Know
1830,aircraft,abandoned
1155,airfield,could
711,airline,headquartered
531,airlines,create
284,airmen,go
40,airplane,induced
125,airtime,will
7132,airway,narrowing
237,aisle,left
2781,aisles,was
847,AIDS,needs
179,AIR,SUPPORT
263,Ai,l
60,Aidan,passed
50,Aiguillon,said
59,Aileen,ran
370,Ailly,is
191,Air,hath
108,Aires,remains
361,Airmen,had
99,Airplane,Climbs
73,Airways,tried
45,Airy,offered
116,Aisha,will
397,Aix,would
5466,aid,affects
1136,aide,observed
90,aides,created
1207,aids,made
270,ailerons,can
209,aim,furnishes
3248,air,bombardment
177,airbag,will
3267,aircraft,collides
113,aires,du
44,airfields,marked
146,airing,should
513,airline,offered
122,airlines,figure
55,airman,remained
43,airmen,struggled
161,airplane,seating
453,airplanes,continued
60,airport,appear
71,airports,carry
926,airway,lumen
93,airways,allows
191,aisle,asking
473,AIDS,progresses
126,AIRWAY,PRESSURE
210,AISC,is
72,AIX,can
131,AI,reported
63,Ai,pursued
78,Aid,needed
121,Aiken,worked
60,Aillinn,were
11461,Ainsworth,et
731,Air,swallowing
53,Aircraft,agreed
57,Aires,struck
148,Airplanes,use
175,Airways,conducted
49,Airy,explained
136,aid,compensated
190,aide,assist
435,aides,caught
238,aids,center
217,aim,formulated
17895,air,Holds
7073,aircraft,disintegrated
2445,airflow,can
646,airliners,is
2744,airlines,provide
246,airmen,has
141,airplane,glided
129,airplanes,combined
371,airpower,were
64,airs,including
44,airships,followed
305,aisle,appears
270,AICC,held
1147,AIDS,TOWARDS
85,AII,was
79,AIRLINES,LTD
914,AIR,LINE
787,AI,related
268,Aiken,writes
43,Ailesbury,sent
105,Ainslie,turned
53,Ainsworths,had
230,Air,converges
126,Airbus,uses
386,Aircraft,lost
59,Aires,invited
43,Airport,expanded
42,Airy,discovered
111,Aix,says
503,aid,broken
2394,aide,asked
774,aides,saw
744,aids,allow
47,ailment,induced
199,ailments,diagnosed
635,aim,involved
303,aims,represent
2026,air,conducts
295,airbrush,has
375,aircraft,generate
216,airflow,ceases
418,airfoil,shown
208,airforce,were
204,airline,sought
47,airliner,stopped
143,airlines,hope
97,airplane,reported
404,airplanes,arriving
112,airports,account
63,airship,known
86,airway,remained
147,aisle,belonged
311,AIA,does
116,AIDS,coming
215,AIR,BREAKS
190,Aiden,smiled
64,Aignan,made
136,Aimee,decided
110,Ainsley,sat
109,Ainsworth,saw
313,Air,Given
102,Aira,is
45,Aircraft,grew
46,Aires,returned
42,Airline,baggage
1024,Airlines,carried
59,Airmen,flying
118,Airports,do
128,aid,written
783,aide,does
184,aids,re
67,aim,dictates
100,aims,added
49,aioli,will
35977,air,belongs
9104,aircraft,cut
43,airline,delivered
102,airliner,killing
135,airlines,amounted
84,airmen,need
1495,airplane,bounced
49,airport,selling
13139,airports,have
68,airships,coming
489,airway,closing
155,airways,became
1630,aisle,have
229,aisles,required
51,AIDS,speak
44,AIM,represents
105,AIR,RAIDS
1118,Ai,were
3452,Aid,had
76,Aileen,seemed
78,Aimar,et
51,Ainsworth,started
669,Air,established
209,Aires,depended
1016,Airmen,were
218,Airways,received
2171,aid,associated
125,aide,stands
18088,aids,have
130,ailments,receive
91,aim,formed
666,aims,mean
53,aine,was
6164,air,accomplished
1030,aircraft,embodying
116,airiness,was
5640,airline,applied
498,airlines,having
51,airmen,approached
528,airplane,fills
325,airports,involved
43,airs,conducted
67,airship,hit
76,airways,cleared
67,aisle,re
51,aisles,penetrating
61,ait,are
99,AIK,is
52,AIR,FARES
44,AI,tried
1750,Ai,can
52,Aid,distributed
80,Aidan,murmured
54,Aidit,became
49,Aiken,learned
161,Ailie,would
98,Aimery,is
51,Ainger,wrote
411,Ainsworth,asked
938,Air,Fixed
269,Airborne,has
141,Airdrie,is
2677,Aires,would
96,Airlangga,had
475,Airlines,bought
93,Airport,continues
61,Airways,completed
83,Aiye,is
1151,aid,cut
67,aide,performed
454,aides,collected
62,aids,adjusted
380,aim,improved
803,ainsi,que
16270,air,circulates
2604,aircraft,climb
59,aires,have
77,airfoils,rotated
3725,airline,added
1083,airlines,agreed
115,airmen,become
78,airplane,resulting
103,airplanes,run
530,airport,screening
251,airs,arranged
2029,airstrips,were
360,airways,increase
1110,aisle,contains
127,AIM,seized
192,AIRCRAFT,NOISE
54,AIR,ENTERS
759,AIS,has
370,AIWC,was
394,Aibak,had
146,Aid,started
266,Aidan,got
148,Aiken,argued
82,Aikin,observes
269,Aimable,was
68,Aimless,is
110,Air,come
78,Airconditioning,was
23034,Aires,run
303,Airlines,found
74,Airplane,performed
82,Airport,Paving
87,Airways,refused
193,aid,Let
773,aide,rushed
3646,aides,hovered
1415,aids,constitute
88,aim,rendered
105,aimer,could
42832,air,bless
1009,aircraft,bucked
64,airframe,produced
4067,airlines,competed
41,airmen,supported
372,airplane,gives
1090,airplanes,bound
517,airports,having
81,airways,inflammation
102,aisle,bears
78,aisles,widened
40,aitheros,ouranon
1996,AIDS,continues
295,AIE,is
218,AIM,may
90,AIRS,be
60,Aickin,et
117,Aids,given
141,Aimer,was
76,Ains,que
173,Air,ascends
76,Aircraft,attacked
240,Aires,led
1023,Airlines,donated
51,Airport,offer
200,Aisha,went
53,ai,having
6901,aid,distributed
586,aide,answered
320,aiders,should
172,aides,liked
1621,aids,intended
137,ailments,acquired
84,aims,motivated
58084,air,Leaving
1988,aircraft,accelerates
169,aircrews,have
95,aire,pour
47,airiness,were
141,airline,employs
46,airmen,swooped
98,airplane,contributed
6057,airplanes,can
73,airs,wandered
44,airspeed,being
1549,airtime,is
201,aisle,flanking
78,aisles,pushing
54,AIADMK,did
71,AIA,suggests
82,AICPA,authorized
56,AIRCRAFT,AFTER
202,AIR,have
95,Aida,sings
123,Aiko,said
43,Ailments,is
95,Ailsa,went
4877,Aim,is
91,Aines,et
67,Ainsley,does
2171,Air,atomizing
62,Airborne,Lead
174,Aires,opened
216,Airlines,offering
325,Airport,carrying
517,Aischylos,has
997,aid,granting
2044,aide,d
321,aides,informed
45,aids,passing
44,aim,amounts
41,aims,founded
36628,air,consumed
3361,aircraft,approached
385,airframe,can
578,airline,appealed
62,airliner,reached
421,airmail,is
79,airman,captured
804,airmen,is
329,airplane,named
109,airplanes,referred
283,airport,coming
155,airspace,requires
856,airway,swelling
4251,airways,obstruction
190,AIA,were
211,AICPA,does
169,AIWC,had
51,AiBi,are
425,Aichi,prefecture
177,Aid,Abroad
355,Aidan,founded
59,Aiguillon,sent
51,Aiken,taught
1105,Ailie,was
176,Aims,include
170,Ainsley,turned
78,Ainslie,stood
45,Ainsworth,classified
159,Ainu,became
2268,Air,came
166,Aircrew,were
103,Airlines,pays
282,Aisha,says
90,Aitchison,v
187,Aitken,thought
267,aid,aroused
132,aides,scrambled
130,aids,lead
146,ailments,begin
150,aim,received
187,aims,contributed
9155,air,Fills
3659,aircraft,fell
182,airfoil,mounted
41,airforce,flew
304,airlift,ended
113,airline,recorded
47,airlocks,would
4428,airplane,describes
184,airplanes,leaving
162,airport,falls
40,airs,assigned
21490,airways,are
74,aisle,walking
143,AIR,MILES
336,AIS,reflects
63,AIT,could
67,AI,responded
217,Aid,May
93,Aides,See
282,Aids,used
130,Aikman,says
100,Aileen,answered
304,Ainsworth,came
979,Air,needs
148,Aircraft,sent
71,Airfare,Secrets
200,Airlines,changed
167,Airports,is
230,Airways,decided
198,Aitken,have
576,Aitolians,were
685,aid,changes
4291,aide,would
996,aides,known
124,aids,hitherto
253,ailment,having
141,ailments,lead
194,aim,disappeared
259,aims,express
9052,air,amplified
124,aircars,were
3380,aircraft,battered
978,airfield,has
329,airfields,be
826,airline,flew
67,airliner,departing
51,airlines,possess
493,airport,tend
68,airs,grew
237,airspace,does
138,airway,tends
73,aisle,takes
227,aisles,created
197,AIC,does
161,AIDS,Around
116,AIG,are
41,AIPAC,said
146,AIRPORT,BY
130,Aichi,said
104,Aid,Scheme
95,Aidan,have
68,Aiden,made
1075,Aiguillon,had
122,Ailsa,has
100,Ainsworth,assumed
773,Air,Flow
278,Aires,cost
527,ai,were
560,aid,create
55,aides,designed
2391,aids,comes
256,ailments,showed
434,aim,advanced
12380,air,bringing
2064,aircraft,inspected
119,airfield,named
348,airline,do
163,airlines,show
102,airplane,gathered
112,airplanes,descended
42,airport,ask
418,airports,rose
10093,airs,were
116,airspace,exists
46,airtime,purchased
85,airway,assessed
338,aisle,comes
103,AIDS,influenced
55,AID,encourages
85,AIR,MUSEUM
303,AI,began
885,Aidan,carried
309,Aigle,had
49,Aiken,provided
113,Aileen,cried
2342,Air,floated
63,Airborne,have
41,Aircraft,move
315,Airey,et
2195,Airlines,began
45,Aitken,estimates
1550,aid,arrives
148,aide,let
70,aides,comes
14040,aids,came
3728,air,Wafts
298,airbladder,is
5775,aircraft,ascended
120,airlift,made
1514,airline,began
47,airlines,build
68,airmen,liked
144,airplane,exceeded
91,airplanes,existed
77,airport,creates
142,airship,carried
128,airspeed,could
297,airway,cleared
113,airways,respond
45,airworthiness,should
275,aisles,need
58,AIR,PIRACY
209,Aidoo,was
66,Aiken,offers
253,Ainsworth,noted
161,Air,combined
110,Airbus,made
298,Aircraft,Regiment
61,Aires,call
45,Airports,generate
47,ai,lo
6400,aid,affect
321,aide,awakened
175,aides,ask
180,aids,put
300,aim,embraces
64,aimer,et
184,aims,re
54,aints,are
61410,air,aggravated
905,aircraft,lies
6635,airlift,was
52,airline,seats
425,airlines,followed
293,airplane,evolved
149,airplanes,heading
771,airport,cut
479,airship,rose
68,airspaces,was
1824,airspeed,bleed
74,airway,based
503,AIDS,compared
45,AI,got
158,Aid,Reexamined
248,Aidan,held
57,Aietes,meant
552,Aiken,called
200,Aino,had
177,Ainsworth,etal
101,Ainu,use
3005,Air,Has
40,Aires,make
45,Airlines,quotes
254,Airmen,have
66,Airport,serve
86,Airways,inaugurates
110,Aitken,particles
250,aid,apportioned
278,aide,set
160,aides,instructed
44,aiguille,being
144,aiguilles,were
1491,ailment,associated
414,aim,chosen
850,aims,appeared
949,air,close
260,airborne,were
305,aircraft,hits
283,airfield,began
52,airliners,going
442,airlines,accepted
191,airlock,closed
48,airmen,achieved
48,airplane,rushing
309,airplanes,purchased
408,airports,offers
109,airs,kept
107,AICC,did
2219,AIDS,acquired
50,AIOC,refused
191,Aid,furnished
43,Ailerons,control
154,Aimeric,had
360,Aims,was
92,Airbus,should
58,Aircraft,Authorized
55,Aire,being
62,Aires,required
41,Airlines,contracted
42,Airport,cost
244,Aiyar,writes
1699,aid,call
1169,aides,claim
251,aids,Fig
402,ailment,assumed
91,ailments,shall
170,aim,reflected
700,aimlessness,is
104,ain,got
1289,air,Assuming
94,airborne,can
9481,aircraft,allocated
111,airflow,might
116,airframe,shuddered
639,airlines,been
190,airmen,kept
57,airplane,determined
67,airplanes,manned
63,airports,present
121,airpower,should
149,airs,acquired
45,airspeed,stabilized
130,aisle,rose
298,AICPA,had
329,AIDS,reached
187,AIM,have
108,AIP,did
73,Aida,opened
155,Aiken,remembers
44,Ailly,called
392,Aina,was
57,Ainslie,began
155,Air,Shaft
112,Aires,accompanied
48,Airline,flying
1189,Airlines,could
121,Airman,has
135,Airplane,Is
128,Airway,was
686,aid,expanded
48,aide,desquelles
18275,aides,drew
322,aids,mark
321,aim,broadens
182,aims,extended
3329,air,expected
211,aircraft,adds
471,aircrew,is
1534,airflow,are
162,airlift,provided
270,airliner,hijacked
1642,airlines,coming
266,airmen,concerned
8075,airplanes,had
7131,airspace,is
101,aisle,commemorates
74,aisles,rising
314,AIDS,focuses
92,AID,Do
62,AIH,had
212,AIR,AIR
238,AISC,ASD
6426,AI,has
138,Aidan,opened
414,Aidid,had
115,Aids,Teaching
40,Aij,denotes
302,Ail,are
233,Aileen,smiled
317,Aimee,interrupted
256,Ainsworth,went
916,Air,cond
771,Aires,began
52,Airlines,looks
118,Airplane,flying
108,Airways,brought
148,Aisha,saw
48,Aitken,retired
18091,aid,flows
84,aide,trying
619,aides,come
337,aids,range
166,ailment,left
41,ailments,keep
299,aim,Checks
49,aimer,released
1343,aims,made
3125,air,blasted
1966,aircraft,accounted
159,aircrews,did
59,airfoil,remains
962,airlines,favor
139,airmen,based
403,airplane,proved
94,airport,asking
233,airworthiness,was
68,aisles,rose
85,AIADMK,would
74,AICDs,are
55,AIP,became
230,AIR,RATIO
66,AIT,does
93,Aicher,was
149,Aid,Affects
98,Aida,recognizes
54,Aidan,can
307,Aids,would
80,Aignan,appeared
122,Ainslie,called
885,Air,stripping
1210,Aires,heard
247,Airfields,are
59,Airlines,promised
354,Airport,began
107,Airways,commenced
111,aides,hold
3007,aids,form
329,ailments,called
112,aim,deserves
40,aims,drove
2959,air,coated
7590,aircraft,decided
473,aircrews,would
215,airfield,opened
60,airfields,seemed
48,airframe,have
429,airline,advertised
203,airlines,beginning
774,airplane,dusting
566,airplanes,flown
132,airships,dropped
131,airway,comprises
5941,aisles,is
12612,AIDS,had
477,AIP,has
107,AIR,WAYBILL
154,Aid,tying
46,Aida,tries
104,Aides,did
690,Aids,can
137,Aidzu,was
311,Ailes,is
167,Ainge,had
93,Ainsley,wanted
6368,Air,proved
55,Airlines,claim
87,Airways,showed
221,Aita,et
87,Aitken,refused
3384,ai,is
632,aid,preserved
97,aide,laid
172,aids,dealing
286,aims,address
2456,air,appearing
177,airbags,can
1045,aircraft,filled
61,airfoil,selected
69,airforce,will
1916,airline,does
60,airliners,slammed
283,airplane,disappear
158,airplanes,buzzing
414,airport,awaiting
333,airports,increased
104,airpower,became
178,airtime,are
60,airways,known
71,aisles,lit
218,AIA,have
489,AIDS,doubled
82,AID,include
145,AIM,OP
116,Aib,is
1558,Aid,are
59,Aietes,came
140,Aiguillon,took
76,Aiken,won
59,Aileen,agreed
104,Aine,has
1546,Ainsley,had
2784,Air,Fares
81,Airco,was
54,Airedales,can
232,Airlangga,was
145,Airport,experienced
58,Airs,will
4892,Airways,had
66,Aislabie,made
1453,aid,become
192,aide,noticed
185,aides,attached
50,aids,focusing
120,ailleurs,comme
363,ailments,arise
503,aim,desired
65,aimlessness,can
952,aims,converged
5051,air,Find
422,aircraft,recommended
64,airfields,served
52,airfoil,provides
117,airgap,has
67,airhead,would
144,airlines,demanded
911,airplane,increases
609,airports,being
73,airspaces,can
56,aisle,heard
186,AIDS,becoming
42,AIM,worked
151,AIOC,could
41,AIRWAY,ANATOMY
144,Ai,depends
72,Aida,called
71,Aidan,slipped
272,Aila,is
102,Aileen,heard
54,Aimee,broke
184,Ainsworth,described
26380,Air,changes
165,Aircraft,registered
66,Airedale,came
57,Aires,raised
103,Airports,use
50,Aix,does
1052,aid,answered
442,aide,continued
44,ailment,shall
729,ailments,might
81,ailure,is
3355,aims,did
2625,air,abounded
44,airbags,might
10250,aircraft,based
718,airfoil,becomes
91,airforce,are
278,airlift,can
65,airline,spends
387,airlines,lose
1058,airlock,is
152,airman,knows
63,airplane,losing
59,airplanes,means
291,airport,developed
84,airspeed,falls
138,airstrip,made
56,airways,begins
152,aisles,offering
242,AIA,can
159,AIR,OPERATED
63,AIS,include
70,AI,claim
318,Aid,Let
180,Aidan,seized
194,Ailesbury,has
148,Ainslie,came
68,Ainu,considered
2031,Air,ascending
85,Aircraft,Are
58,Aires,died
133,Airlines,needs
604,Airport,provides
44,Airports,require
130,Aiwa,was
14847,aid,delivers
106,aide,walks
73,aids,grew
176,aim,prevent
270,aims,contributes
31806,air,bears
118,airbrakes,are
421,aircraft,constituting
212,airflow,causes
61,airlift,being
288,airman,dropped
439,airmen,being
434,airport,knows
60,airspace,containing
166,airtime,were
468,airways,expand
508,aisles,appear
254,AIDS,draws
150,Aidit,has
93,Aietes,was
46,Aiken,states
76,Aimee,giggled
156,Aims,have
82,Ainsty,is
1923,Air,Pollution
116,Aircraft,announced
74,Aires,thought
54,Airlangga,is
184,Airs,et
82,Airway,may
161,Aisha,smiled
27724,aid,contributes
577,aide,commented
375,aides,insist
795,aids,evolved
74,ailment,occurred
3558,aim,sanctifies
2841,aims,apply
16672,air,afford
53,airflow,allows
402,airline,acquired
123,airlines,like
1322,airplanes,remain
163,airport,opening
51,airports,meant
100,airstrip,did
41,aisle,closed
45,aisles,telling
46,AIA,represents
158,AIDS,engenders
278,AIH,are
1901,AIN,is
69,Ai,uses
46,Aid,added
672,Aidan,thought
120,Aide,will
704,Aij,is
71,Aiken,shouted
295,Ailie,could
241,Aini,was
274,Ainu,would
352,Air,Soil
5222,Aircraft,were
43,Aires,knows
61,Airport,got
178,Aitchison,wrote
1187,aid,exceeds
140,aide,overheard
252,aides,learned
95,aids,tends
154,aikido,has
5426,aim,seemed
204,aims,confirmed
8982,air,determined
90,aircraft,awaited
130,airflows,were
62,airlift,helped
266,airline,buying
541,airlines,call
134,airmen,decided
133,airport,insisted
679,airports,require
461,airs,blow
258,airway,plugging
154,aisle,isle
537,aisles,having
146,AIA,could
45,AICPA,designated
84,AIR,GROUP
51,Ai,satisfies
137,Aichi,is
4543,Aiken,had
56,Ailments,affecting
77,Air,escape
64,Aircraft,Based
552,Airlines,provide
97,Airport,Searches
191,Airy,found
79,Aisles,have
275,Aitape,was
65,Aiyappan,has
73,aI,have
191,aid,explains
463,aide,held
48,aides,appealed
53,aids,accompanied
40,aileron,did
52,aim,defines
225,aims,happen
196087,air,adhered
458,aircraft,generates
462,airlines,faced
2482,airplane,achieves
348,airport,concerned
51,airports,enjoy
263,airspaces,is
90,airspeed,varies
2797,airways,were
40,aisle,dating
100,AIR,did
51,Ai,includes
766,Aid,accounted
74,Aide,came
549,Aides,say
1654,Aidrich,was
62,Ailes,made
197,Air,temp
47,Airline,flies
402,Airlines,ordered
65,Airmen,did
228,Aitkin,is
46,Aix,used
734,aid,benefiting
308,aide,smiled
130,aides,cleared
69,ailanthus,has
47,ailments,worsened
156,aim,relates
370,aims,bear
12677,air,buffeted
122,airbags,was
1323,aircraft,containing
422,airfield,built
84,airline,turned
429,airlines,arrive
92,airman,brought
530,airplane,exploded
147,airplanes,piloted
172,airport,killing
41,airs,continue
483,airway,leading
319,airways,lead
5490,aisles,have
42,Ai,j
82,Aids,covering
93,Aiken,sent
93,Aileen,continued
930,Ain,el
151,Air,issued
44,Aircraft,adopted
70,Aires,built
75,Airy,remarks
111,Aisha,began
444,Aitken,were
194,ai,denotes
3528,aid,carrying
309,aide,saluted
331,aids,administered
125,aiery,buildeth
123,ailerons,control
2323,aim,sought
49,ains,have
6904,air,crowded
40,airconditioning,broke
309,aircraft,preceded
132,aircrews,must
123,airlines,requiring
68,airman,flies
1280,airplane,appears
697,airport,cleared
49,airship,droned
45,airspace,filled
66,airspeed,increasing
40,airstrip,provided
95,airwaves,using
181,airworthiness,has
53,aisles,dragging
509,AIDS,combined
233,AID,should
71,Aid,signed
625,Aigle,was
83,Aiken,gives
69,Aikman,told
71,Aileen,explained
286,Ailred,had
558,Air,agreed
50,Aircrafts,were
133,Aires,organized
54,Airplanes,droned
65,Airport,asked
84,Airports,need
538,aid,forms
67,aide,giving
205,aides,added
160,aids,control
136,aileron,may
131,ailment,flared
97,ailments,feared
67,aim,promoted
468,aims,crossed
3369,air,complain
68,airbags,became
482,aircraft,finished
129,aircrafts,would
40,airfield,needed
66,airfields,put
67,airflow,compared
73,airflows,may
1111,airline,based
239,airlines,charging
54,airmen,volunteered
70,airplane,fit
208,airplanes,turned
71,airport,waited
78,airports,seeking
96,airs,employed
140,airstreams,is
88,airstrip,might
261,airways,control
54,aisle,standing
46,aisles,Incites
1052,AIDS,cause
46,AIRPORTS,ARE
62,Aida,continued
330,Aidan,agreed
61,Aids,required
107,Aimee,lay
713,Air,appear
57,Aircraft,added
15680,Aires,claimed
11738,Airlines,calls
94,Airport,completed
100,ai,did
351,aid,necessitated
1557,aide,carrying
90,aides,concerning
42,aids,forced
826,ailerons,could
391,aim,animating
84,aimlessness,has
449,aims,developed
3501,air,bed
1955,aircraft,contains
414,airline,adopts
138,airlines,claimed
1355,airman,has
120,airplane,begin
46,airport,hit
164,AIAW,had
1201,AIDS,becomes
170,AID,could
56,AIRPORTS,WITH
122,AIRPORT,ROAD
1258,AITUC,was
45,Aids,stuck
62,Aikman,went
57,Ainsworth,provided
514,Air,curing
45,Aires,feared
354,Airplane,Wing
246,Airways,offer
312,aid,aims
3527,aide,acting
539,aides,discovered
135,aids,means
47,ailment,presented
503,ailments,became
319,aim,fired
1196,aims,consists
1684,air,accepts
3055,aircraft,acquired
74,aircrafts,including
189,airing,had
878,airline,wants
50,airliners,need
986,airlines,affected
354,airmen,considered
165,airplanes,keep
315,airport,contains
270,airs,Swept
609,airship,made
4477,airway,Look
132,airways,compared
104,aisle,appear
2658,AIDS,Is
48,Aid,having
1922,Aiken,completed
307,Aimee,shook
108,Ainley,has
338,Air,Moving
58,Airey,could
67,Airways,begin
77,Aisha,left
67,Aishah,has
96,Aitken,suggested
4351,ai,are
255,aid,ignores
741,aide,needs
1437,aider,should
363,aides,prepared
621,aiding,is
41,aids,assume
112,aimag,was
112,aims,round
37778,air,bellowing
372,aircraft,work
48,aircrews,continued
530,airfields,will
44,airliners,waiting
151,airlines,exist
77,airlock,slid
160,airmen,joined
220,airplane,manufacturing
197,airplanes,drop
116,airport,exists
201,airways,closed
435,aisle,remained
58,AIADMK,were
844,AIDS,wasting
61,AID,AGREEMENT
206,Aid,Be
522,Aileen,looked
47,Ailie,stood
51,Aim,does
540,Aimee,took
608,Air,delivered
674,Aircraft,operated
262,Aires,seemed
2912,Airlines,acquired
128,Airstream,is
80,Airways,asked
935,aid,arc
233,aide,admits
137,aides,opened
81,aim,w
548,aims,appears
8383,air,collected
17733,aircraft,Helicopters
54,airline,collapsed
843,airlines,add
81,airlocks,had
124,airmen,sat
131,airplane,skidded
99,airport,fueling
158,airs,live
174,aisle,giving
112,AICP,had
124,AID,AS
51,AI,reflects
62,Ai,varies
42,Aid,limited
282,Aida,could
176,Aiken,cried
64,Ainger,would
322,Air,pumped
215,Aire,were
537,Aires,do
59,Airless,Spraying
48,Airplanes,bombed
394,Airport,Parking
64,Airways,landed
622,aid,depending
64,aide,running
254,aides,heard
376,ailment,did
41,ailments,includes
562,aim,according
2292,aims,demand
3177,air,Waves
62,airbursts,were
1999,aircraft,assuming
193,aircrews,flew
1896,airlift,had
126,airlines,ordered
108,airmen,trying
106,airplane,happened
360,airplanes,required
152,airtime,has
104,airways,contributes
56,aisle,show
63,AIA,took
377,AIDS,established
42,AID,increased
173,AIDs,are
56,AIRCRAFT,ON
59,Ai,wrote
107,Aidan,sent
67,Aignan,left
352,Aiken,became
74,Aileen,pulled
651,Aimer,et
119,Air,Outlet
61,Airbus,delivered
69,Aircraft,offered
42,Airlie,told
177,Airlines,created
49,Airplanes,Having
690,Airways,joined
46,Aitteon,had
48,Aiznadin,carried
398,ai,do
314,aid,dispatched
499,aide,pulled
149,aides,committed
140,aids,consisting
90,ailments,went
640,aim,mentioned
63,aims,shaped
93,ain,have
22831,air,attacked
434,aircraft,devastated
296,airfields,scattered
115,airfoils,had
75,airline,insisted
62,airliner,developed
185,airlines,demand
557,airplane,calls
485,airplanes,manufactured
2896,airports,began
171,airscrew,would
71,airship,LZ
365,airway,needs
392,airways,begin
66,aises,d
253,aisle,shows
668,aisles,lined
43,AIChE,has
131,Aid,poured
91,Aids,Have
139,Aikins,had
192,Ailie,went
381,Aimee,cried
57,Aims,do
101,Ain,mentions
89,Ainlay,et
55,Ainsi,les
1316,Air,Purifying
65,Aircraft,introduced
155,Aires,based
860,Airey,was
59,Airlines,planned
929,Airmen,was
293,Airport,failed
49,Airy,held
58,Aizawl,has
471,aid,adjusted
40,aide,materialized
104,aids,develop
186,aim,corresponds
80,aimlessness,may
300,aims,involving
2543,air,Released
759,aircraft,TABLE
