count,noun,verb
74,Abelard,seeks
46,Abell,published
704,Abercrombie,said
494,Abergavenny,is
661,Abhedananda,says
421,Abilene,were
2885,Abolitionists,have
460,Abraham,blessed
77,Abram,cried
77,Abulafia,would
53,Abyssinians,carry
115,abandonment,occur
130,abbe,sat
89,abbey,located
106,abbreviation,d
734,abbreviations,expanded
474,abdomen,bring
278,abduction,followed
78,aberrations,seems
241,ability,mastered
261,abnormalities,expressed
730,abnormality,depends
467,abode,receives
48,abodes,belonging
76,abolition,shows
272,abolitionist,will
976,abortion,reflect
274,abortions,tend
1275,abounds,are
219,abscess,began
54,abscessus,are
70,absolute,allows
41,absolutists,seem
263,absorbance,does
743,absorption,appeared
70,abstinence,played
376,abstraction,plays
249,abstractionists,were
1803,abstractions,must
135,absurdity,do
683,abundance,relates
727,abuse,acted
388,abuses,persisted
316,abutments,supporting
1888,abyss,are
98,ABA,represents
147,ABC,loses
55,ABHINAV,PUBLICATIONS
52,ABILITY,BY
113,ABNORMALITIES,AFFECTING
186,ABSs,are
135,ABUSE,IS
59,Ab,conjugated
180,Abacha,became
111,Abba,felt
60,Abbe,listened
98,Abbeys,absorbed
93,Abbot,carried
203,Abbott,assured
122,Abbreviations,ADM
268,Abby,sent
48,Abdalla,dies
913,Abdallah,brought
248,Abe,joined
184,Abel,prayed
114,Abelard,puts
172,Abeles,has
112,Abelson,were
92,Abercrombie,published
341,Aberdeen,having
220,Abigail,seems
428,Abner,insisted
109,Abolition,meant
50,Aboriginals,be
978,Abraham,addressed
43,Abram,carried
158,Abramoff,is
122,Abrams,claims
309,Abscesses,developing
80,Absenteeism,fell
354,Absorbances,were
77,Abstracts,abstracts
290,Abusers,have
48,abandon,found
86,abatement,plans
126,abbess,ruled
42,abbey,rebuilt
110,abbots,possessed
89,abdomen,confirmed
180,aberration,made
60,abeyance,does
211,abilities,approaching
859,ability,introduced
3289,abnormalities,account
472,abnormality,requires
109,abode,Becomes
512,abodes,was
91,abolition,effected
171,abolitionists,directed
150,aboriginals,lived
138,aborigine,might
6215,abortion,performed
53,abortionist,argues
133,aboutface,was
876,abrasive,depends
5874,abridgment,is
1019,abscess,having
48,abscesses,belong
11432,absence,cause
53,absolution,constitute
245,absorbance,recorded
117,absorber,traversed
69,absorption,re
132,absorptivity,varies
106,abstentions,being
2848,abstraction,could
362,abstractions,existing
48,absurdity,saved
4184,abuse,diminished
127,abuses,hitherto
121,abutment,used
62,ABGs,provide
340,ABSORPTION,COEFFICIENT
123,AB,gave
50,Abano,wrote
43,Abba,being
161,Abbas,writes
72,Abbassides,has
333,Abbey,comes
422,Abbie,sat
131,Abbott,faced
62,Abbreviations,BIS
70,Abdalis,had
108,Abderame,was
102,Abe,split
310,Aberdeen,announced
199,Abigail,filled
306,Abolitionists,gave
208,Aborigines,provide
1746,Abortion,Is
1924,Abraham,begins
372,Abrahams,were
110,Abrams,distinguishes
216,Absolute,knowing
54,Abstract,Shapes
1564,Absurdity,is
45,Abu,Rudais
67,Abyssinians,lost
131,abbe,being
1123,abbess,would
54,abbesses,took
146,abbot,walked
68,abcissa,shows
88,abdomen,rubbed
96,abduction,carried
413,aberration,be
220,aberrations,connected
68,abigail,is
105,abilities,constituting
51,ablation,require
300,abnegation,have
149,abnormality,vary
82,abode,makes
259,abolitionists,reacted
59,aborigines,hunted
530,abrasives,should
98,abridgments,was
244,absence,weighed
375,absolutism,become
57,absorber,gave
7667,absorption,does
44,abstemiousness,should
147,abstentions,do
84,abstinence,took
110,abstraction,identified
197,abundance,follow
426,abuse,derive
59,ABAQUS,using
47,ABC,illustrates
82,ABHMS,had
47,ABL,played
50,ABRAHAM,OFFERING
47,ABSTRACTION,FROM
228,AB,making
629,Abbas,died
613,Abbot,bought
135,Abbreviations,ACFTU
98,Abbs,had
867,Abby,kept
46,Abdiel,tells
161,Abductees,are
69,Abdulla,thought
174,Abdullah,pursued
165,Abe,believes
88,Abendanon,had
1211,Abercorn,was
264,Abercrombie,moved
61,Aberdeen,hesitated
784,Abigail,heard
103,Abinger,has
142,Abkhaz,is
48,Ablewhites,were
2133,Abolitionism,was
222,Aborigines,does
9178,Abraham,are
186,Abrahams,makes
45,Abrams,characterizes
65,Aburto,was
45,Abuse,History
96,Abyssinia,called
140,Abyssinians,might
78,abacus,served
46,abbey,enclosed
205,abbot,read
179,abbots,summoned
174,abbreviation,employed
396,abbreviations,introduced
84,abdication,becomes
80,abdomen,arise
90,abdominal,supports
63,aberration,amounts
77,abgeschlossen,am
3917,abilities,appraised
61,ability,recognize
129,abnormalities,obtained
50,abnormality,constituted
55,abode,am
400,abolition,seems
94,abolitionists,paid
206,abortion,emerged
28457,abortions,were
193,abrasions,made
52,abridgments,must
6530,abscesses,can
902,abscissa,has
232,absence,interfered
196,absentee,could
52,absentees,pay
124,absolutism,been
291,absorber,becomes
182,absorbs,may
960,absorption,existing
46,absorptions,did
59,abstainers,must
170,abstraction,appeared
469,absurdities,committed
143,abundance,suggested
280,abundances,using
1928,abuse,alleged
93,abuser,told
239,abuses,diminished
213,abusiveness,was
300,abyss,begins
59,ABBREVIATIONS,ACP
100,ABRM,is
2144,ABS,are
118,Ab,stract
45,Ababa,gave
197,Abas,et
54,Abattoirs,were
85,Abbadie,d
170,Abberline,was
223,Abbie,kept
60,Abbot,expected
47,Abbots,do
96,Abboud,did
747,Abbreviations,xvii
125,Abduction,occurs
310,Abdul,turned
556,Abdullah,wrote
71,Abe,pressed
8839,Abel,et
550,Abercrombie,mentions
418,Aberdeen,explained
201,Aberhart,is
62,Abernathy,succeeded
59,Abhisheka,is
55,Abigail,experienced
206,Abila,was
132,Abilities,Scale
248,Ability,should
114,Able,took
1723,Abolitionists,felt
1757,Abraham,displays
474,Abram,acted
42,Abramson,are
175,Absurdity,does
83,Abulfazl,was
141,Abyssinie,et
48,abbe,kissed
144,abbeys,acquired
65,abbots,swore
913,abbreviation,would
1850,abdomen,affected
223,abdominal,opening
112,abdominals,work
165,abductions,has
88,abhidharma,is
73,abilities,alter
85,ability,compensated
51,abjection,involves
23625,abnormality,was
91,abodes,become
87,aborigines,trampled
114,abortion,finds
43,about,went
45,abridgement,taken
1651,abscess,allowed
258,abscesses,opening
189,absence,stands
40,absentee,makes
350,absolute,comes
161,absolutism,went
51,absorbent,known
90,absorbents,pass
489,absorption,reached
71,absorptions,attributed
44,abstraction,got
48,abstractionist,was
50,abstractions,distilled
592,absurdity,appears
241,abundance,arising
1307,abuse,handed
100,abuses,lie
73,abyss,signifies
645,ABOVE,NAMED
97,ABP,would
69,ABS,began
14696,AB,will
717,Ab,were
57,Abad,are
62,Abadeh,is
169,Abbasids,overthrew
106,Abbaye,au
329,Abbey,remains
44,Abbeydale,was
310,Abbot,gives
80,Abbott,based
53,Abbreviations,CR
59,Abby,peeked
206,Abdul,sat
98,Abdullah,gives
487,Abe,acted
193,Abena,was
253,Abigail,admitted
98,Abilities,do
56,Abinger,did
85,Abipones,do
131,Able,sold
300,Aboab,was
85,Abolitionists,managed
1214,Aboriginality,is
165,Abortion,kills
287,Aboukir,is
664,Abraham,asserts
57,Abrams,listened
533,Abramson,had
57,Abroad,Do
249,Abscess,following
143,Absences,can
759,abandonment,took
110,abbe,got
57,abbesses,wielded
289,abbey,enjoyed
1674,abbot,named
173,abbreviations,AA
157,abdomen,joins
71,abductee,can
81,aberrants,were
559,abilities,fitted
126,ability,pointed
177,abjuration,could
4269,ablation,has
127,abnormalities,originate
98,aborigines,encountered
242,abortion,required
306,abounds,were
42,abouts,can
248,abracadabra,is
55,abruptness,caused
110,abscess,seated
79,abscission,accelerating
72,absconders,is
73,absence,dominates
2486,absolute,lay
62,absorbance,seen
50,absorbances,observed
80,absorptions,resulting
377,abstraction,lacking
56,abstractions,move
528,absurdities,arise
150,abundance,attained
138,abuse,figured
276,abusers,be
42,abuses,spoken
1213,abutment,will
100,ABA,expressed
104,Ababa,reported
60,Abate,said
46,Abattis,are
131,Abba,can
306,Abbey,felt
306,Abbie,put
754,Abboud,was
158,Abby,doing
43,Abdulla,caligraphed
71,Abdullah,cried
331,Abe,bowed
47,Abel,gazed
247,Abelardo,had
207,Abercrombie,gave
653,Aberdeen,charged
66,Abernathy,stopped
63,Abernethy,replied
67,Abiathar,told
47,Abigail,twisted
45,Abishai,are
835,Abnormalities,Observed
81,Aboriginal,does
64,Aborigines,Working
46,Abra,shivered
534,Abraham,ceased
68,Abramovich,would
392,Abrams,asks
65,Abramson,made
225,Absalom,may
45,Absolon,are
98,Absolute,need
202,Absolution,has
179,Abstract,Is
179,Absurdity,has
106,Abuela,asked
5941,abbe,repeated
55,abbot,talked
53,abbots,wear
393,abbreviations,according
194,abdomen,quivered
59,abductees,might
2159,abhorrence,is
294,abilities,combine
1725,ability,distinguish
207,abnormalities,coexist
637,abolition,appear
1053,abolitionists,be
59,abomination,destined
816,aborigines,called
163,abortion,contained
244,abortions,show
45,abracadabra,may
56,abrasion,tests
65,abrasive,required
63,abscess,burrowing
646,absence,owing
166,absentee,were
525,absorbance,has
662,absorption,controls
53,abstention,regarding
622,abstraction,acts
176,absurdes,et
110,absurdity,occurred
225,abuse,outlined
4968,abusers,may
44,abutment,designed
51,abyss,turned
1132,ABC,focuses
108,ABCs,was
378,ABE,is
67,ABSCESS,Definition
63,Abad,did
13079,Abbas,was
228,Abbe,must
137,Abbess,rose
920,Abbie,looked
41,Abbott,selected
113,Abby,danced
88,Abdali,entered
92,Abdalla,has
70,Abebe,is
57,Abi,were
69,Abigail,shall
177,Abilities,would
172,Abkhasia,is
101,Abominations,had
179,Aboriginals,lived
883,Abraham,announced
637,Abram,arrived
304,Abrams,noted
302,Abs,had
65,Absalom,plotted
86,Absence,seems
129,Absolute,belongs
78,Abstract,includes
139,Abulfeda,speaks
179,Abuse,Cases
96,abasement,seems
113,abbot,mentioned
83,abbreviations,AD
211,abilities,exercised
1021,ability,compensates
87,ablative,expresses
432,ablutions,required
63,abolitionists,compared
48,abomination,did
47,aborigines,carrying
780,abortion,depends
65,abortions,tended
519,absconders,were
237,absence,Can
64,absoluteness,were
41,absolution,brought
1657,absorber,may
47,absorptance,must
7806,absorption,affect
123,abstinence,lasts
1974,abstraction,became
322,abstractions,concerned
91,abuse,accompanying
193,abuses,claimed
63,abyss,abiding
51,ABBASID,RULE
100,ABC,impaired
75,ABRASIVE,WEAR
103,ABSTRACT,OR
77,ABS,Catalogue
260,AB,obtained
4305,Abandonment,is
78,Abbas,laughed
366,Abbott,directed
376,Abby,gets
79,Abdera,lived
145,Abdul,drove
52,Abdulkader,took
6410,Abel,appeared
165,Abelard,thinks
57,Abercrombie,notes
176,Abernethy,gave
392,Abies,alba
126,Abigail,feels
721,Abihu,were
394,Abraham,afford
155,Abramson,asked
104,Abrasion,takes
59,Abraxas,were
107,Absalom,put
287,Absence,would
61,Absolute,gave
623,Abstinence,may
3124,Abstractions,are
65,Abuja,can
209,Abusers,tend
46,Abydos,possessed
69,Abyssinian,could
60,Abyssinians,appear
47,Abzug,began
59,abasement,led
49,abbaye,d
57,abbd,had
42,abbot,sets
75,abdications,had
435,abdomen,requires
165,abduction,makes
51,abilities,imposed
668,ability,described
275,abode,known
502,abolition,come
160,abolitionists,complained
136,aboriginals,used
82,aborigines,carry
415,abortion,arranged
310,abscissa,would
44,abscissas,must
276,absence,contained
145,absenteeism,reached
61,absolutes,apply
964,absolution,has
182,absolutism,triumphed
21663,absorption,takes
56,abstention,left
40,abstinence,mentioned
252,abstraction,constituted
136,abuse,opened
70,abuser,creates
47,abuses,satirized
407,abutments,shall
1480,ABA,may
130,ABC,represented
46,ABN,have
98,AB,pays
46,Aba,can
53,Abbe,suggests
251,Abbott,finds
472,Abby,maintained
192,Abe,Fortas
63,Abel,proceeded
95,Abell,found
267,Aberdeen,added
432,Abkhazia,has
114,Able,sells
46,Ablewhite,proved
77,Abner,wondered
238,Abnormalities,Found
138,Aborigine,called
79,Abrah,am
226,Abraham,discussed
574,Abram,raised
133,Abrams,published
919,Absence,was
48,Absenteeism,Tardiness
52,Absurdity,arises
123,Abuse,involves
42,Abygil,smelt
266,Abyssinia,does
43,Abzug,spoke
14089,ab,is
221,abbesses,was
55,abbeys,mentioned
406,abbot,advised
66,abbreviation,implies
764,abdominal,cavities
183,aberrations,came
792,abilities,differing
594,ability,allow
61,abnormalities,pointing
284,abnormality,contributing
79,abodes,assigned
91,abolitionists,proved
294,aborigine,can
139,aborigines,converted
105,abortion,incurs
118,abovementioned,were
188,abridgements,have
2433,abruption,is
104,abscess,been
179,abscissa,showing
45,absconder,could
307,absence,complicate
44,absences,suggested
7143,absolutes,are
66,absorbance,spectroscopy
314,absorber,being
41,abstainers,came
614,abstemiousness,is
147,abstention,being
62,abstinence,say
483,abstractions,associated
140,abundance,added
48,abundances,present
1690,abuse,lavished
101,abuses,destroyed
1298,abyss,yawning
70,ABC,required
71,ABSENCES,FROM
156,Ab,regards
217,Abacos,are
58,Abbe,produced
206,Abbeville,are
58,Abbey,introduced
87,Abbie,frowned
80,Abbots,will
228,Abbott,accepted
534,Abbreviations,ADD
59,Abdali,retired
50,Abdullah,removed
568,Abe,grinned
252,Abel,pulled
153,Abelard,see
89,Abercorn,did
171,Abercrombie,answered
83,Aberdeen,ought
84,Abeyta,et
179,Abigail,concluded
79,Ability,Related
169,Aborigines,regard
1831,Abraham,ascended
541,Abramovich,was
57,Abrams,talked
153,Absorption,Process
85,Abstraction,implies
189,Abuja,had
335,Abundance,can
44,Abuse,defined
166,abbess,can
117,abbots,rivalled
150,abdomen,diminished
109,abdominal,crunches
369,abductors,have
1185,abilities,i
6338,ability,asserts
62,ablation,alters
41,ablution,having
377,abnormalities,See
343,abode,assigned
62,aboriginals,make
117,aborigines,conceive
208,abortion,show
190,abortions,revealed
75,abreaction,would
7179,abscess,had
360,abscesses,cause
137,absence,justifies
62,absolution,depended
690,absorbance,decreases
43,absorbers,removed
38840,absorption,can
106,abstraction,replaces
174,abstracts,according
143,abuse,uttered
59,abusers,involves
75,abuses,escalated
160,abyss,do
59,ABBEY,COLLEGE
47,ABC,feels
65,ABILITIES,WITH
49,ABOVE,NORMAL
122,ABs,have
48,Ababa,announced
68,Abbas,argued
74,Abbess,observing
241,Abbey,cast
76,Abbie,worked
122,Abbot,directed
145,Abbott,requested
133,Abboud,has
200,Abbreviations,AR
70,Abby,volunteered
73,Abdullah,confirmed
436,Abelard,gives
52,Aberhart,refused
61,Abernathy,entered
121,Ability,versus
284,Abkhazia,were
50,Abolitionists,whilst
64,Aboriginals,found
340,Abraham,converted
3832,Abrams,is
391,Abubakar,has
73,Abuse,continues
897,Abyssinia,have
100,abatements,will
76,abbes,had
231,abbey,be
5284,abbot,explained
419,abbreviation,occurs
51,abbreviations,marked
818,abdomen,meant
855,abilities,constitute
635,ability,arising
200,abjection,may
520,abl,is
671,ablation,does
50,ablutions,consisted
1617,abnormalities,decreased
278,abode,lay
40,abolitionist,sent
632,abolitionists,demanded
130,aborigine,were
58,abortion,believed
333,about,had
92,abscess,resembles
54,absentia,does
173,absolutism,appeared
55,absolutists,tend
242,abstraction,frees
1299,abstracts,come
155,absurdity,pointed
1473,abundance,becomes
61,abundances,suggests
3526,abuse,NOS
46,abuser,began
71,ABC,sends
49,AB,subtending
43,Abacha,overthrew
76,Abbas,fell
58,Abbie,clutched
131,Abby,slowed
117,Abdali,defeated
133,Abdera,says
68,Abduh,died
162,Abe,groaned
588,Abel,bought
217,Abercrombie,observes
166,Aberdeen,spent
379,Abilene,got
50,Abra,can
66,Abracadabra,are
1796,Abraham,breathed
679,Abuse,became
98,ab,ovo
67,abandonments,could
72,abbe,reflected
453,abbess,could
107,abbot,defended
250,abdomen,radiating
65,abductors,came
435,abilities,ensure
630,ability,increasing
65,ablutions,do
235,abnormalities,displayed
1893,abnormality,being
65,abode,contains
53,abolitionists,discussed
262,abortion,reduces
96,abridgement,could
776,abscess,might
75,abscesses,burrow
753,absence,exerts
65,absens,sit
42,absentees,owned
73,abstinence,consists
95,abstraction,happens
69,abstractionism,are
133,abstractions,expressed
110,abundance,belonged
632,abuse,attempts
289,abuses,declined
257,ABC,recognizes
70,ABSORPTION,SYSTEMS
46,AB,consist
92,Abban,had
215,Abbas,built
149,Abbink,et
40,Abbot,bore
156,Abbreviations,ACT
286,Abby,commented
348,Abdallah,could
139,Abdul,put
71,Abdullah,enjoyed
731,Abe,agreed
1797,Abel,became
185,Abelard,suggests
43,Aberbrothock,had
79,Abercromby,being
43,Aberdeen,consists
142,Abetz,reported
149,Abner,held
73,Abney,used
245,Abo,were
59,Abolitionists,make
140,Aboriginal,can
146,Aborigines,got
284,Abraham,entitled
162,Abrams,testified
61,Absalom,pursued
138,Absolute,needs
51,Absorption,delayed
70,Abuse,came
63,Abutments,can
204,ab,gives
1150,abatement,were
50,abbe,published
52,abbes,turned
91,abdications,are
129,abdomen,ensued
769,aberration,might
53,aberrations,experienced
53,abettor,does
2723,abilities,allowed
824,ability,affecting
165,ablution,being
400,abnormalities,Bone
269,abolitionists,appealed
146,abominations,became
66,aborigines,stand
938,abortion,related
152,abs,flexed
52,absences,fall
45,absenteeism,dropping
38254,absorption,defines
101,abstraction,entered
131,abstracts,identified
228,absurdities,abound
186,abundance,fluctuates
448,abuse,attributed
42,abusers,keep
