count,noun,verb
322,Ayrton,took
74,Aytoun,would
376,Ayu,is
187,ay,can
70,AY,represents
210,Ay,would
219,Ayla,were
66,Aymara,will
754,Ayub,would
42,Ayurveda,called
60,Ayala,named
63,Ayatollah,asked
1022,Ayn,was
68,Ayres,takes
165,Ayu,was
153,Ayutthaya,became
941,ayah,is
191,Ayla,stood
51,Aylmer,agreed
53,Ayres,commented
45,ay,re
44,ayllus,became
104,Ayaz,is
233,Aylmer,appeared
73,Ayodhya,followed
76,Ayres,kept
99,Ayrton,are
320,Ayurveda,had
57,Ayus,was
214,Ay,must
106,Aydin,is
81,Aylward,were
66,Aymer,strode
54,Aytoun,published
144,Ayuda,y
146,Ayurveda,holds
64,ayer,may
48,ays,can
140,Ayala,left
624,Aylward,had
163,Ayer,added
65,Ayers,got
106,Aylesbury,went
3652,Ayres,et
59,Ayt,is
68,Aythya,australis
55,Ayer,asks
104,Aylesworth,said
146,Aylmer,found
757,Ayodhya,are
111,Ayse,had
150,Aysgarth,is
150,ayuntamientos,had
281,Ayala,knew
128,Aybar,was
198,Aylmer,poured
40,Ayres,combined
63,Ayub,promised
54,ay,be
153,AY,can
147,Ayala,mentions
91,Aycock,would
352,Ayesha,spoke
716,Ayres,said
49,Ayrton,awaited
913,ayuntamiento,was
474,AYN,RAND
4862,Ayer,was
146,Ayodhya,may
277,Ayon,sa
53,Ayub,chose
89,ayre,had
1302,AY,is
63,Ayer,presented
77,Ayisha,said
55,Aylett,et
335,Ayres,advanced
140,aY,are
106,Ayer,returned
91,Aylmer,began
351,Ayo,was
147,Ayodhya,should
3927,Ayr,has
295,Ayres,spelling
541,ayatollah,was
153,Aydelotte,had
1272,Ayes,were
90,Aylesford,has
113,Aylmer,called
1132,Ayodhya,were
75,Ayres,tells
360,Ayrton,shunt
307,Ayer,points
58,Ayittey,has
4397,Ayla,had
348,Aylwin,is
61,Ayres,estimated
385,Ayub,came
72,Ayrton,might
204,Ayub,should
90,Ayyangar,observed
55,Ayah,will
51,Ayen,said
1102,Aylesbury,is
997,Aylmer,has
74,Aymer,loved
172,Ayrshire,have
73,Ayub,fled
121,Ayala,sailed
985,Ayer,does
51,Ayyan,was
96,Ayah,came
62,Ayala,suggested
289,Ayer,claims
1763,Ayla,asked
327,Ayres,might
134,ayahuasca,is
59,Ayer,cites
1425,Ayurveda,are
177,Ayer,admitted
90,Aymer,replied
53,ayuntamiento,gave
64,AY,TO
69,Ayas,had
296,Ayer,made
55,Ayesha,must
103,Ayeta,had
126,Aylwin,became
72,Ayman,is
62,ay,must
158,ayants,cause
110,Aylmer,having
47,Ayodhya,led
186,Ayurveda,offers
139,ayah,will
90,ayas,are
132,Ayala,states
81,Ayer,attempts
188,Ayers,came
56,Aylward,became
2854,Aymara,is
346,Ayres,could
180,Ayub,felt
155,Ayers,writes
4832,Aylmer,kept
78,Ayurveda,sees
550,ayes,are
44,ayy,is
307,Ay,may
753,Ayla,saw
155,Ayscough,has
125,Aytoun,wrote
127,Aylwin,would
270,Ayckbourn,was
83,Ayer,speaks
63,Aylmer,informed
71,Ayre,will
80,Ayres,claimed
72,aye,liked
69,Aycock,et
159,Ayman,was
78,Ayres,explained
170,Ayub,will
308,ayah,would
70,ayes,carried
292,Ayacucho,were
160,Ayllon,sailed
71,Ayres,tried
57,Ayutthaya,may
58,ayatollahs,is
60,Ayer,founded
207,Ayers,told
184,Aylwin,continued
285,Ayrton,would
407,ay,are
284,ayatollahs,were
1252,ayllu,was
48,Ayala,sought
48,Ayd,was
58,Ayesha,found
348,Aylmer,gave
40,Ayrshire,offered
76,ay,denotes
46,AYS,OUT
94,Ay,could
211,Aylmer,applied
49,ayuntamiento,held
63,Ayer,Hitam
60,Ayers,suggested
57,Aylmer,considered
48,Aymara,seem
81,Aymaras,was
75,Ayodhya,seems
52,Ayolas,ascended
176,Ayora,had
48,Ayres,considered
489,Ayutthaya,had
224,ayuntamiento,were
53,Ayrer,had
254,Ayres,appeared
190,aye,must
494,Ayala,were
2886,Ayer,arrived
64,Ayllon,threw
62,Aylmer,sent
89,Aymar,et
529,Ayre,was
87,Aytona,had
137,ayana,is
47,ayatollah,returned
633,Ayala,would
155,Aycinena,was
60,Ayre,were
701,Ayckbourn,is
160,Ayer,brought
45,Aylwin,sent
98,Ayres,noted
73,Ayrton,appeared
57,Ayesha,hesitated
63,Ayi,had
93,Ayling,is
64,Ayrton,moved
214,Ayub,became
127,ayatollah,would
50,Ayrton,obtained
111,Aylett,is
61,Ayn,Shams
59,Ayodhya,appears
92,Ayrton,could
63,Ayah,turned
104,Ayala,described
100,Aylmer,seemed
129,Ayres,added
77,Ayrton,thought
70,ayes,will
177,ayllu,are
199,Aycliffe,was
255,Aycock,said
434,Aylesbury,were
63,Ayr,took
135,Ayer,got
1411,Ayla,felt
187,Ayliffe,had
56,Aymara,does
71,Ayrton,have
430,ayatollah,had
64,Ayala,appears
95,Aycock,made
128,Aylsham,was
59,Aylwin,announced
56,Ayodhya,rose
223,Ayurveda,may
1613,Ayres,Spelling
61,Ayyub,said
50,Ayen,offered
88,Aylmer,replied
98,Ayres,conducted
48,Ayurveda,seems
414,AY,et
66,Aymes,had
230,Ayodhya,can
135,Ayora,is
649,Ayr,were
1294,ayre,is
63,ayuntamientos,are
189,Ayscough,is
49,Aycock,were
301,Ayling,was
55,Aylmer,argued
184,Ayukawa,was
117,Ayurveda,do
53,aye,made
1439,Aylsworth,et
143,Ayres,pointed
91,Ayxa,had
62,ayllu,will
46,Ayala,presented
86,Ayatollah,could
256,Ayer,can
94,Ayla,seemed
368,Aymaras,were
44,Ayrton,tried
55,Ayer,introduces
50,Ayers,walked
3799,Ayodhya,is
139,Ayala,told
1187,Ayer,sees
166,Ayers,found
301,Ayalon,et
41,Ayatollah,told
43,Ayscough,did
250,ayah,came
53,Ayd,is
65,Ayers,knew
65,Aylmer,followed
578,Ayn,had
112,Ayres,stands
70,Ayer,agreed
131,Ayurveda,focuses
105,Ayuthia,were
62,Ayacucho,came
42,Ayatollah,can
40,Ayers,tried
69,Ayios,Ioannis
146,ayre,being
91,Ayudhya,fell
313,ayu,is
55,Ayers,believes
61,Ayesha,thought
606,Aylmer,should
700,Aymer,had
91,Ayres,describes
354,Ayscue,had
48,Ayutthaya,did
147,ayes,would
54,Ayatollah,have
122,Aycliffe,is
56,Ayer,wishes
90,ay,would
41,ayah,are
184,Ayah,could
278,Ayer,became
85,Ayes,being
183,Ayla,shook
121,Ayllon,came
50,Aymard,is
333,Ayodhya,have
368,Ayub,declared
73,ayuntamiento,decided
305,Aydelotte,has
101,Ayer,proposed
155,Ayesha,told
60,Ayodhya,riots
466,aye,was
76,Ayah,dressed
71,Aylesbury,brought
96,Ayres,served
157,Ayrton,made
100,Ayub,ceased
323,Aya,said
82,Ayala,entered
81,Aylmer,told
106,Ayacucho,got
48,Ayala,joined
96,Ayeni,et
91,Ayer,asserts
546,Aya,was
85,Ayer,tried
3999,Aylmer,had
85,Aynesworth,is
6250,ayes,have
74,Ayatollah,were
1630,Ayer,says
147,Ayisha,was
102,Ayr,presented
43,Ayres,struck
1801,Ayrshire,is
44,Ayurveda,consists
62,Ayer,recalled
47,Aylmer,put
183,Aymar,had
73,Aymer,winded
171,ayes,went
50,Ayala,learned
168,Aylor,et
48,Ayodhya,having
249,Ayrshire,rose
62,Ayala,points
44,Ayer,shows
57,Aynho,is
69,Aylmer,declared
574,Ayres,followed
89,ayah,could
75,aymes,are
1051,Aylwin,was
248,Ayres,gives
1267,Aycock,was
504,Ayla,continued
61,Ayub,launched
75,Ayurveda,came
197,Ayyub,is
97,Aylen,was
57,Ayres,produced
126,Ay,evolves
243,Aylmer,came
78,Ayodhya,made
45,Ayres,constructed
199,aY,is
45,ayre,can
465,Ayer,seems
323,Ayodhya,would
121,Ayoob,is
246,ay,will
158,Ayloffe,had
49,Ayub,played
154,ayah,were
49,Ayala,turned
303,Ayliffe,was
165,Aylmer,does
92,Aylwin,et
94,Ayyub,died
42,ay,gives
85,Ayer,discusses
66,Ayodhya,remained
78,Ayrshires,is
60,Ayurveda,began
368,Ayyappan,is
51,Ayllon,found
402,Aylmer,could
1071,Ayres,Handwriting
75,Ayrton,explained
89,Ayscough,et
80,Ayurved,is
332,ayre,was
122,AYH,is
132,Ayer,being
63,Ayers,spoke
134,Aylmer,being
66,Ayres,wanted
76,Ayurveda,makes
77,ay,ate
60,ayuntamiento,ordered
64,Ayub,arrived
72,Ayah,saw
96,Aydelotte,is
85,Ayrton,sat
58,Ayurveda,employs
42,aye,brings
184,Ayer,should
2355,Ayers,et
410,Ayes,Have
368,Ayesha,has
72,Aymara,do
77,Ayres,observed
48,Ayrton,passed
610,Ayub,could
568,Ayala,wrote
47,Ayer,defended
55,Ayers,informed
92,Ayres,bought
54,Ayrshire,could
84,Ayub,pointed
46,Ayurveda,places
118,aye,lay
702,Ayer,spent
272,Aylmer,reached
184,Ayres,saw
76,Aymer,has
230,Ayres,obtained
70,Ayse,is
206,ayatanas,are
51,aye,dined
71,Aycock,took
53,Ayesha,sallied
517,Ayla,knew
293,Aylesford,had
66,Aylward,wrote
101,Aylwin,won
71,Ayodhya,took
63,Ayres,puts
63,Ayurveda,being
455,ayllus,are
51,Ayah,ran
311,Ayscough,had
52,Aylesbury,made
507,Ayres,found
520,Ayrton,is
52,Aythya,marila
112,aye,can
168,Aylmer,thought
44,Ayres,reports
108,Ayrton,will
491,Ayurveda,recommends
198,Ayutla,is
73,Ayacucho,said
74,Ayer,seemed
115,Ayers,died
1797,Ayla,thought
102,Ayodhya,must
108,Ayrton,became
85,aystem,is
152,AYC,was
45,AYP,can
94,Ayer,explains
72,Aylmer,seems
50,Aylward,came
85,Ayodhya,went
100,Aysha,said
193,Ayub,agreed
111,Ayuntamientos,were
484,Ayer,argues
571,Aylwin,had
76,Aymaras,living
4834,Ayub,had
850,Ayuthia,was
63,aye,seeks
113,Ayckbourn,plays
173,Aye,d
54,Ayer,adopts
261,Ayers,gave
191,Aylmer,can
68,Ayscue,arrived
172,Ayub,added
89,Aydie,was
195,Ayer,rejects
267,Ayres,does
481,Ayton,was
91,Ayyangar,moved
75,Ayah,were
60,Ayrton,gathered
124,Ayub,sought
82,ayan,had
305,Ayer,have
65,Ayers,moved
955,Ayodhya,has
53,Ayu,are
59,Ayurveda,understands
43,aye,follows
50,Ayah,smelled
53,Ayatollah,called
46,Ayllon,began
114,Ayres,suggested
62,Ayurveda,recognises
471,Ayres,came
127,ayre,doth
68,Aymara,thought
100,Aymer,told
44,Ayres,laid
395,Ayub,spoke
52,ayes,followed
48,Ayer,refused
91,Aylwin,made
442,Aythya,collaris
427,ayes,being
57,ayuntamiento,passed
44,Aylmer,published
1213,Aylward,died
291,Ayrton,recognized
58,Ayub,does
295,Ayudhya,had
54,Ayy,is
459,Ayyub,was
256,ay,has
63,Ayesha,listened
171,Aykroyd,had
417,Ayler,was
65,Ayles,et
47,Ayo,were
87,Ayub,refused
68,Ayurveda,helps
102,Ayala,received
77,Aycock,believed
537,Ayre,is
42,Ayrton,slide
129,Aysha,had
83,Ayurveda,tells
67,ayatollahs,was
1100,Ayala,y
87,Ayer,started
88,Ayres,calls
47,Ayers,can
187,Aylmer,reappeared
153,ay,represents
203,ayn,is
45,Aylwin,created
95,Ayres,informed
82,Ayrton,must
243,Ayutla,was
116,ayah,took
924,Ayers,has
92,Ayesha,replied
83,Ayla,might
236,Ayres,argues
59,Ayala,considers
70,Aycock,called
44,Aylesbury,escaped
43,Ayres,rejected
48,Ayrton,laughed
1695,Ayub,heard
78,Ayun,is
50,ayes,came
45,Ayodhya,becomes
175,Ayrault,was
51,Aytoun,have
67,Ayudhya,became
52,Ayyangar,gave
82,Aykroyd,were
95,Ayla,checked
46,Ayres,spoke
325,Ayurveda,says
125,Ayala,tells
41,Ayrshire,began
72,ayatollah,did
1171,Ayers,is
60,Ayres,stood
135,ayans,were
53,ayatollah,died
80,ays,passed
605,Ay,can
55,Ayer,kept
395,Ayoob,has
45,ays,was
115,Ayala,puts
52,Ayatollah,declared
1363,Ayla,noticed
43,Aylesford,are
100,Ayub,assumed
493,Ayer,developed
196,Ayesha,came
212,Ayla,reached
178,Aylmer,apprised
80,Aymer,maintained
91,Ayxa,rebuked
48,Ayyub,became
70,ayahs,had
54,ayes,won
83,Ayame,was
185,Ayer,fui
134,Ayla,gave
56,Ayler,would
51,Aymara,must
49,Ayutthaya,began
83,ayuntamiento,would
136,Aydin,had
66,Ayers,explained
215,Ayesha,could
108,Ayllon,made
288,Aylmer,bade
181,Ayres,argued
50,ayme,was
214,Ayla,sat
128,Ayrton,arrived
81,AY,may
114,Ayala,returned
108,Ayllon,sent
64,Ays,is
61,Aybak,became
217,Ayres,developed
57,Ayscough,were
66,Aythya,nyroca
546,AY,are
49,Ayacanora,is
61,Ayer,defends
81,Aymer,would
190,Ayurveda,suggests
56,ayuntamientos,was
90,Ayres,turned
105,Ayurveda,treats
171,ayahs,are
98,ayants,droit
165,Ayer,remarks
262,Ayers,would
80,Ayllon,did
69,Ayreans,had
108,Ayyad,was
92,Ayyappan,had
90,Ayles,was
379,Aylmer,said
72,Ayub,proposed
90,Ayyar,were
84,ayers,are
52,Ayer,expresses
71,Aymon,are
89,Ayres,refused
46,ayah,stood
366,Ayako,was
1546,Ayesha,is
346,Ayolas,was
66,Ayrton,opened
134,Ayat,is
52,Ayatollah,does
87,Ayer,left
258,Ayres,being
61,Ayub,hoped
68,Ayacucho,would
613,Ayah,was
113,Ayala,asked
64,Ayanaba,et
70,Ayes,was
106,Aylwin,did
91,Ayub,returned
406,Ayurveda,have
266,Ayer,holds
96,Aylmers,were
46,ayllu,provided
50,Ayer,produced
334,Ayla,began
47,Ayscue,reduces
204,aye,will
89,Ayabe,et
112,Ayatollah,returned
65,Ayer,reports
78,aye,hath
151,ays,DATE
353,Aykroyd,was
230,Ayla,found
92,Ayrton,showed
123,Ayxa,was
257,ayah,said
55,ayer,was
1163,Ayacucho,is
93,Ayatollah,made
87,Aymer,rode
4208,Ayres,had
255,Ayuntamiento,is
148,Ayurveda,gives
48,ayah,looked
492,Ayah,is
58,Ayers,explains
160,Ayesha,returned
52,Ayllus,are
50,Aylmer,becomes
182,Ayub,stated
417,Ayuntamiento,was
187,Ayer,accepts
160,Ayerst,was
122,Aylmer,died
155,Ayers,are
286,Ayesha,relates
103,Ayres,Scale
137,Ayub,believed
165,Ayurveda,defines
79,aye,should
112,Ayala,called
75,Ayers,described
218,Ayla,remembered
50,Ayllon,took
67,Aylwin,could
60,ayacut,was
951,ayes,had
45,ayuntamiento,did
237,Ayler,had
53,Aylott,will
87,Ayres,contains
96,Ayub,handed
47,Aylmer,held
213,Aylward,said
262,ayah,has
42,Ayacucho,should
603,Ayala,said
47,Ayer,acknowledges
266,Ayton,is
112,ays,tern
48,AYRES,is
260,Ayer,suggests
123,Ayla,understood
433,Aymon,was
100,aye,be
55,Ayacucho,did
123,Ayesha,sat
78,Aymara,may
462,Aymaras,are
93,Ayrton,shared
118,Ayuntamiento,were
141,ay,had
149,Ayer,knew
52,Ayubi,argues
98,Ayuthia,became
59,Ayub,ruled
196,Ayer,finds
205,Ayers,asked
49,Ayllon,brought
93,Aylmer,may
127,Ayres,stated
850,Ayrshires,are
50,ayuntamiento,has
161,AYe,have
776,Ayatollah,had
52,Ayrton,undressed
599,aya,is
414,Ayer,conducted
42,Ayesha,joined
63,Aylmer,continued
49,Aylwin,gave
43,Ayodhya,reached
251,Ayres,arrived
76,Ayrton,hesitated
281,AYP,is
230,Aylmer,possessed
161,Ayres,intended
57,Ayrton,read
233,Ayub,wrote
196,Ayurveda,provides
70,ayuntamiento,met
2152,Ayala,spoke
63,Ayida,was
131,Ayla,called
698,Ayllon,had
59,Ayodhya,might
418,Ayurveda,does
461,Aylett,was
75,Ayrton,can
149,ayah,told
150,ayre,were
236,Ayla,wanted
44,Ayllon,obtained
167,Aymara,speaking
83,Ayurveda,lays
125,ays,were
72,Ay,ling
173,Ayesha,used
48,aydear,is
68,Aya,are
149,Ayatollah,did
514,Aymara,were
96,Ayala,uses
133,Ayer,asked
198,Aylmer,discovered
57,Ayrton,awoke
85,Ayuntamiento,has
77,aye,thinks
104,Ayacucho,have
55,Ayala,arrived
82,Aylward,went
252,Ayres,put
633,Ayrshire,were
128,Ayrton,came
42,Aytoun,said
65,Ayala,argues
151,Ayeta,was
62,Aylmer,received
103,Ayme,had
77,Ayn,has
199,Ayodhya,came
56,Ayr,did
54,ayacut,are
63,Ayacucho,could
85,Ayad,et
168,Ayer,suggested
158,Ayers,went
95,Ayesh,et
279,Ayla,decided
51,Aylward,made
66,Ayres,goes
68,Ayuthya,was
80,ayres,is
93,Ayah,used
44,Ayala,put
176,Aylward,is
138,Aymon,were
338,Ayuso,et
48,ayah,found
943,ayllus,were
111,Ayala,describes
324,Ayer,found
55,Ayler,made
113,Aymara,live
47,Ayyub,took
52,Ayton,are
59,Ayres,coming
769,Ayub,is
149,aye,held
62,Aymer,consented
393,Ayn,is
1910,Ayrton,had
225,ays,be
237,Ayer,put
40,Ayers,tells
65,Ayllon,is
84,Aylward,did
366,Aytoun,has
59,Ayala,explained
586,Ayer,said
95,Aylesford,were
63,Ayres,agreed
63,Ayurveda,explains
333,ays,are
2319,Ayer,had
72,Ayub,rejected
58,ay,lay
46,AY,gives
299,Ayer,makes
498,Aylmer,puts
84,Ayres,shows
74,Ayrton,returned
84,Ayub,ordered
362,ay,have
148,ayatollahs,had
73,aye,may
174,ayudhas,are
58,Ayesha,remained
227,Ayres,having
78,ayatollahs,would
119,Ayemenem,is
86,Ayer,observes
148,Ayesha,asked
595,Ayscough,was
69,aydes,et
42,Ayres,answered
305,Aythya,ferina
159,Ayuthia,had
56,Ayyangar,suggested
263,ay,am
44,ays,will
100,Ayatanas,are
277,Ayer,gives
112,Ayesha,felt
84,Ayrer,was
192,Ayres,used
57,ayllus,may
48,Ayala,spent
151,Ayshe,was
301,Ayub,gave
86,Ayus,is
49,Ayahs,are
43,Aycinena,were
1107,Ayacucho,was
163,Ayer,will
45,ayatollah,called
47,Ayesha,passed
351,Aylesbury,has
296,Ayub,expressed
83,Ayer,lists
57,Ayler,were
107,Aylward,has
282,Ayoub,et
69,Ayyubids,was
44,ay,could
54,Ayatollah,might
104,Aycock,began
575,aya,has
46,Ayala,speaks
57,Aye,will
64,Ayer,sets
58,Ayrton,laid
282,Ayub,read
196,Ayyappan,was
142,Ayer,proposes
49,Aylmer,concluded
556,Aymara,have
216,Ayukawa,had
86,Aycock,came
51,Ayers,may
63,Aylesworth,were
53,Aymara,make
54,Ayres,founded
57,Ayer,observed
55,Ayling,said
89,Ayloffe,showed
45,Ayre,condensed
149,Ayres,seems
64,Ayurveda,must
40,ayatollahs,took
58,Ayah,pulled
110,Ayer,concluded
51,Ayesha,prevailed
172,Ayres,do
1132,Ayudhya,was
55,ayav,is
60,Ayala,held
41,Ayer,lost
75,Ayers,called
53,Aylesbury,became
1264,Ayrshire,was
222,Aysgarth,had
256,Ayurveda,means
96,Ayyubi,was
364,Ayyubids,were
918,Ayesha,said
939,Ayla,smiled
86,Aylesbury,should
84,Aylwin,assumed
41,Ayres,commanded
304,Ayrshires,have
100,Aytona,was
200,Ayes,did
52,Ayre,took
524,Ayrshire,has
127,Ayub,must
40,aystem,was
86,Ayes,went
171,Ayla,woke
176,Aylmer,took
115,ayah,says
65,Ayah,knew
92,Ayala,refers
144,Ayana,is
99,Aylmer,started
80,Aymery,was
80,Ayoob,argues
142,Ayton,has
63,Ayurveda,include
81,Ayyangar,were
40,Ayacucho,reached
82,Ayer,turned
66,Ayuthaya,is
52,aye,uses
404,ayuntamiento,had
383,Ayer,could
113,Ayers,argues
297,Ayla,held
108,Ayres,established
95,Ayrton,learned
43,ay,indicates
160,Ayers,Spelling
86,Ayes,raised
630,Ayla,nodded
733,Aylmer,would
176,Ayo,is
52,Ayodhya,ruled
51,Ayrton,recounted
178,Ayala,have
1276,ay,may
89,aye,wears
587,Ayacucho,had
695,Ayer,MS
3472,Ayesha,was
57,Ayre,would
117,Ayres,remained
96,Ayu,had
6105,Ayub,accepted
139,Ayesha,gave
68,Aylsworth,was
292,Ayres,went
145,Ayer,fue
56,Ayers,thought
1786,Ayesha,had
226,Ayin,is
151,Ayla,stared
67,Ayrton,got
352,Ayala,could
198,Ayas,is
198,Aycock,has
1107,Ayla,did
41,Ayler,used
144,Ayres,must
552,ayuntamientos,were
91,Ayurveda,includes
355,Ayer,puts
51,Aylesworth,wrote
86,Ayr,may
171,Ayres,assumed
83,Ays,were
85,Aytoun,did
2488,Ayurveda,has
43,ay,taughte
422,Ayah,would
104,Ayesha,began
56,Ayr,made
46,Ayscough,told
188,Ayub,thought
458,Ayah,had
259,Ayesha,reported
174,Ayerst,were
46,Aylmer,brought
68,Ayub,argued
46,Ayittey,is
672,Aylmer,sat
224,Aymaras,have
119,aY,will
97,ayana,had
78,Aydon,was
62,Ayutthaya,would
70,ay,ay
391,Ayers,were
160,Ayllu,is
46,Ayres,holds
49,Ayrton,departed
78,Ayurveda,refers
122,Ayus,et
63,AY,AY
146,Ayers,concluded
113,Aylesford,did
668,Ayliffe,et
61,Aythya,americana
1079,Ayub,has
291,Ayon,kay
75,Ayr,being
8954,Ayres,observes
517,Ayrshire,are
73,Ayubi,has
212,ayatollah,is
85,Ayckbourn,does
537,Ayer,held
140,Ayers,made
46,Ayesha,wanted
108,Ayling,has
118,Aymara,can
69,Ayyub,made
43,AY,means
91,Ay,had
102,Ayala,felt
50,Ayer,sought
64,Ayesha,became
196,Ayurveda,classifies
68,ayah,can
126,ayat,is
158,Ayalon,has
90,Ayer,yo
45,Ayers,used
120,Ayrshire,would
1616,Ayurveda,was
59,Ayuthia,fell
175,ays,have
69,Ayer,accepted
141,Ayi,is
10593,Ayla,grew
111,Ayres,bound
75,AY,must
164,Ay,was
127,Ayoub,has
99,Ayyar,pointed
52,ay,does
475,Aya,is
1304,Ayala,has
110,Ayesha,are
49,Ayla,exclaimed
121,Ayr,have
42,Ayres,managed
398,ayllu,had
231,Ayala,went
99,Ayer,wants
260,Ayotte,et
942,Ayres,appears
122,Ayub,continued
120,Ayandele,has
70,Ayer,married
359,Aylmer,looked
116,Ayub,described
84,Ayyappa,was
125,ayes,appeared
472,Ayes,had
99,Ayurveda,developed
150,Ayat,was
289,Ayer,came
166,Ayesha,heard
463,Ayla,turned
64,Ayllon,attempted
43,ayes,having
106,ayre,did
53,AY,does
227,Aylesbury,are
306,Aythya,fuligula
122,Ay,is
106,Ayreans,were
464,Ayres,became
64,Ayscough,wrote
314,Ayyangar,has
327,ayes,seem
123,Ayalon,was
99,Ayres,proposed
62,Ayub,claimed
100,Ayala,sent
61,Ayers,points
339,Ayla,started
111,Aylmer,asked
71,Aymara,would
61,Ayres,comes
77,ayatollah,said
67,AYR,is
126,Ay,should
113,Ayala,found
51,Ayesha,standing
141,Aymard,has
62,Ayres,studied
97,Ayurveda,advises
262,Ayer,allows
64,Ayesha,can
64,Aymaras,is
54,Ayodhya,stood
133,ayes,appear
161,Ayan,is
116,Aylmer,decided
1093,Aymer,was
81,Ayres,maintained
374,Ayala,declared
265,Ayla,frowned
62,Ayyar,would
43,Ayatollah,went
263,Ayers,did
265,Ayllon,died
287,Ayoub,had
76,Ayres,rose
91,Ayxa,spake
77,ays,tem
124,Ayerst,is
175,Ayre,said
43,aye,thocht
140,Aymer,is
149,Ayres,offered
370,Ayurveda,uses
188,Ayer,believes
216,Ayesha,entered
159,Aykroyd,said
41,Ayrshire,did
160,ayin,is
96,ayllus,was
82,Ayalas,were
215,Aycock,is
183,Aysha,was
144,Ayala,reported
266,Aylesworth,had
110,Aylmer,must
113,Ayodhya,be
118,Ayub,offered
314,Ayahuasca,is
64,Aybek,was
62,Ayers,received
85,Ayesha,may
52,Aylwin,received
399,Ayub,told
65,Ayurveda,goes
47,ay,occurs
54,Ayala,reached
58,Ayer,ed
450,Aythya,affinis
93,Ayub,can
239,Ayesha,held
54,Ayrshires,was
57,Ayuntamientos,are
8004,Ayurveda,encompasses
408,Ayyash,was
1868,ayes,were
86,Ayah,said
373,Ayla,would
373,Aylmer,makes
84,Ayrton,went
199,Ayala,must
327,Aydelotte,was
95,Ayliff,had
85,Aylmer,rose
48,Ayres,worked
47,Ayub,attempted
119,Ayer,established
53,Ayre,says
695,Ayscue,was
351,Ayurveda,considers
207,ayah,called
86,Ayacucho,went
360,Ayen,was
85,Ayer,wanted
136,Ayub,got
2211,ay,is
123,ayah,brought
136,Ayer,describes
44,Aylmer,failed
52,Aynsley,has
114,Ayodhya,being
72,Ayres,got
68,Ayurveda,takes
321,Ayers,says
63,Aymer,began
53,Ayrer,died
80,Ayrshire,can
151,Ayub,raised
59,ayatem,ia
90,ayllus,is
111,Ayad,was
90,Ayer,offers
2605,Ayers,was
166,Ayrton,gave
314,Ayub,tried
120,aye,begins
96,AYP,are
96,Ayala,seems
259,Ayen,had
154,Ayesha,being
87,Ayla,moved
113,Aylmer,turned
122,Aymer,could
228,Aymes,was
54,Ayrton,heard
72,ayu,are
84,Aycock,wrote
228,Ayer,concludes
108,Ayub,are
935,ayah,had
104,Ayalon,is
198,Ayodhya,could
240,Ayres,told
273,Ayas,was
65,Aycock,spoke
47,Aymara,measured
89,Ayatollah,came
72,Ayurvedic,thought
105,Ayash,was
301,Ayer,went
186,Ayesha,says
706,Ayres,led
72,Ayub,failed
238,Ayyubids,had
44,ayllu,should
75,Ayer,introduced
224,Aylwin,has
91,Ayres,met
40,aye,kept
101,ays,has
65,Ayres,finds
371,Aysgarth,was
69,Ayad,had
1657,Aylesbury,was
318,Ayre,had
58,ayah,appeared
101,Aya,could
