count,noun,verb
488,aspect,approaching
748,aspects,enables
167,asphalte,was
108,asphaltum,obtained
219,aspiration,goes
49,aspirations,conveyed
48,ass,quivered
374,assailants,arrived
150,assassination,accomplished
975,assassins,should
105,assault,crashed
157,assaults,forced
60,assemblies,multiplied
5018,assembly,acting
327,assent,arose
83,assertion,ensures
135,assertions,introduced
143,assessee,made
97,assessment,communicated
591,assessments,arising
80,assessor,appraises
143,assessors,involved
114,asset,heading
4251,assets,classified
57,asshole,broke
1209,assignment,cut
284,assignments,intended
1290,assimilates,are
408,assistance,contained
596,assistant,checking
123,associate,offered
1248,associates,allowed
660,association,challenges
117,associations,borrowed
65,assortment,shown
125,assumption,opposed
36899,assumptions,based
965,assurance,bring
3230,assurances,could
53,asterisk,i
331,asthma,attributed
51,astigmatism,comes
76,astrologers,asserted
63,astrology,contained
301,astronaut,moves
251,astronomer,turns
101,astronomers,attended
310,astronomy,pointed
141,asylum,set
51,asylums,occurred
49,ASC,makes
88,ASEAN,called
55,ASEs,is
363,ASG,was
278,ASIA,is
56,ASIC,designed
50,ASU,came
87,AS,FULLY
172,Asa,walked
69,Asahi,stated
224,Asbury,seems
156,Ascensions,are
48,Aschenbach,recognized
86,Asdic,is
1111,Ash,thought
82,Ashby,explained
50,Ashe,coming
87,Asheville,offers
48,Ashkenazim,constituted
43,Ashkenazy,playing
128,Ashleigh,glanced
122,Ashley,collected
53,Ashmore,called
145,Ashoka,appointed
281,Ashtaroth,is
84,Ashton,offered
1941,Asia,Pulse
687,Asians,avoid
98,Asiatic,carries
49,Asmar,are
70,Aspergillus,growing
131,Asquith,heard
51,Assam,needed
45,Assemblies,reserved
802,Assembly,denied
1354,Assemblymen,were
120,Asses,is
55,Assessment,emphasizes
155,Assignment,Method
75,Assisi,left
987,Assistance,must
8233,Associates,was
2692,Association,affiliated
67,Associations,controlled
55,Assonance,has
73,Assurance,et
57,Astill,was
44,Asvapati,is
93,Asylum,made
97,ascendancy,represented
137,ascendant,lord
63,ascent,involving
21627,asceticism,is
47,ascetics,spend
4155,ashes,committed
139,ashrams,was
51,aspartyl,proteinase
501,aspect,affect
49,aspects,ate
89,aspens,trembled
44,asphalte,were
46,aspirants,gave
93,aspirations,stemming
56,aspirin,depends
170,ass,browsing
202,assailant,come
124,assailants,pursued
96,assassin,do
120,assassins,posted
146,assaulters,had
1099,assay,adopted
1721,assemblage,including
142,assemblies,discuss
737,assembly,consented
449,assemblymen,called
55,assent,amounts
131,assertion,leading
4192,assertions,confirmed
41,assertiveness,appear
45,asses,belonged
1386,assessee,may
202,assessment,Needs
155,assessor,concerned
237,assessors,valued
76,asset,damaged
37372,assets,coming
93,asseverations,could
56,asshole,hit
1420,assignment,r
178,assimilation,applied
2851,assistance,falling
423,assistant,leaves
43,assistants,bear
282,associates,contain
2558,association,changed
1280,associations,leading
43,assumption,animating
768,assumptions,asserting
617,assurance,depends
723,asterisk,stands
79,asteroides,causes
124,asteroids,occur
175,asthma,suggest
1284,asthmatics,may
8967,astrocytes,are
81,astrocytoma,shows
183,astronauts,show
108,astronomy,belonged
103,asymptote,lies
183,AS,CATALYST
92,Asad,explained
50,Asante,provides
61,Asbestos,appears
54,Asbury,refers
82,Ascham,felt
71,Asclepios,had
188,Asepsis,must
132,Ashbaugh,was
179,Ashe,brought
325,Asher,made
86,Ashkenazim,could
84,Ashley,begins
85,Ashok,are
48,Ashram,seems
101,Ashton,changed
2358,Asia,Moving
67,Asians,carry
45,Asiatics,flocked
54,Asoka,named
447,Aspasia,said
381,Aspects,Considered
129,Asphyxia,occurs
70,Asquith,undertook
314,Assab,is
66,Assad,put
409,Assam,gave
800,Assamese,was
79,Assassinations,became
4098,Assembly,decides
48,Assemblyman,did
360,Asser,wrote
137,Assessments,Assessment
104,Assets,totaled
92,Assignments,using
93,Assimilation,Narratives
4133,Assistance,see
126,Assistant,enables
106,Assistants,make
2916,Association,appoint
61,Associations,arc
353,Assumptions,Let
990,Assyria,began
69,Assyrien,und
142,Astaire,came
296,Astor,needed
44,Astrocytomas,represent
4386,Astrology,can
110,Astylus,was
64,asafetida,tied
17537,ascension,is
68,ascetic,be
417,asceticism,came
8074,asci,are
43,ascites,formed
972,ash,Fraxinus
159,asker,must
118,asparagus,became
237,aspect,present
280,aspects,comprising
61,aspidistras,were
100,aspirations,recognized
266,aspirin,contains
985,ass,booted
48,assailant,failed
278,assailants,rendered
1110,assassin,lurks
186,assault,calls
415,assay,consisted
45,assemblages,increase
88,assembler,runs
183,assemblies,stand
277485,assembly,is
318,assertions,belonging
1752,assessment,called
109,assessors,follow
1065,assets,Required
222,asshole,gets
3230,assignment,coupled
43,assignments,effected
776,assimilation,being
52,assistant,grabs
98,assistants,describe
1086,associates,arrive
1339,association,furnished
858,associations,cited
4344,assumption,dealing
192,assumptions,remove
57,assurances,directing
86,asterisk,distinguishes
76,asthma,exhibit
189,astigmatism,measured
633,astonishment,prevails
177,astrocytes,would
43,astrologer,calculates
44,astrologers,provided
843,astronomers,looked
169,astronomy,contained
108,asylum,led
101,asymmetries,did
43,ASD,involves
182,ASSESSMENT,TOOL
311,ASSETS,FIXED
131,ASSIST,is
59,ASSYRIA,BY
64,AS,PRACTICE
50,Asaph,sent
1277,Asbury,is
85,Asellus,are
66,Asen,were
55,Ashby,goes
411,Ashe,replied
539,Ashley,closed
100,Ashmore,did
116,Ashram,needs
355,Ashton,may
143,Ashworth,made
217,Asia,possessing
129,Asian,looked
47,Asianness,are
61,Asparagus,growing
64,Aspasia,asked
74,Asphaltum,has
115,Asquith,defended
74,Assam,written
493,Assembly,balked
95,Assessment,drives
1030,Assets,Abroad
61,Assiduity,is
225,Assing,was
77,Assingham,knew
51,Assiout,is
110,Assistance,means
428,Assistant,offers
239,Associates,continued
11004,Association,affected
688,Associations,might
62,Assumption,says
41,Assurance,takes
247,Astor,arranged
158,Astragalus,cicer
58,Astronomy,claims
162,Astrophil,has
112,Astrophysicists,can
56,Astyages,married
84,Asuncion,founded
481,ascender,is
135,ascension,marks
40,asceticism,exercised
87,ascospores,infect
130,ash,averaged
7705,ashes,may
160,ashlars,laid
1055,aspect,asserts
9101,aspects,employed
74,aspen,provide
69,asphyxia,appeared
2484,aspirant,cultivates
110,aspirations,shape
90,aspirin,requires
77,ass,beating
293,assailant,attacks
56,assailants,destroyed
93,assassin,promises
299,assassination,prevented
148,assassins,await
82,assault,penetrated
84,assay,illustrated
55,assays,represents
47,assemblage,prostrated
485,assemblages,excavated
72,assemblers,assume
1885,assemblies,entitled
1948,assembly,fixes
67,assent,rang
1452,assertion,followed
84,assertions,requiring
1133,asses,will
1289,assessment,consist
1909,assessments,arises
3574,assessors,focus
136,assests,are
59,asset,exposed
4045,assets,Borrowing
73,assiduities,would
61,assignment,doubled
855,assignor,could
210,assimilation,set
52,assistance,favored
541,assistant,arranged
176,assistants,understood
1113,associate,might
1338,associates,adopted
1021,association,arrived
29195,associations,oppose
10898,assumption,marks
736,assumptions,develop
107,assurance,prevails
55,assurances,apply
122,asterism,has
305,asters,bloom
1339,asthma,been
43,asthmatics,given
42,astonishment,rang
62,astrologers,pronounced
1440,astronauts,must
2059,astronomer,knows
2414,astronomers,made
72,astronomies,were
51,astronomy,employs
70,asylum,represents
153,asylums,run
78,asymmetries,revealed
94,ASEAN,becoming
1883,ASSOCIATE,EDITORS
1492,AS,INDICATED
227,Asa,left
70,Asana,should
102,Asaph,died
40,Ascalon,be
65,Asclepias,sullivantii
800,Ash,attempted
110,Ashcraft,made
55,Ashcroft,might
61,Ashdown,did
125,Asher,reached
502,Ashes,may
71,Ashland,took
80,Ashram,gave
90,Ashtor,has
45,Ashurbanipal,may
1573,Asia,believed
352,Asians,fled
81,Asman,is
53,Asper,were
562,Aspersions,cast
41,Asphyxiation,has
106,Aspiration,produces
194,Asquith,asking
70,Assam,asked
58,Assassin,can
200,Assassinations,have
255,Assassins,would
148,Assayer,is
275,Assembly,enforced
220,Assemblymen,elected
105,Asser,died
236,Assessment,Does
347,Assets,Is
133,Assignment,Develop
4086,Assimilation,was
104,Assistant,Superintendent
1692,Association,assailed
128,Associations,Representing
47,Assumptions,refer
62,Assyria,boasted
47,Assyrian,appears
162,Assyrians,organized
674,Astarte,were
75,Asthma,improved
61,Astley,seemed
71,Astonishment,came
237,Astrid,knew
229,Astronomy,progressed
61,asafoetida,were
47,ascendancy,allowed
428,ascendency,can
48,ascents,appear
55,ascites,studied
69,ascocarps,may
332,ash,glazed
480,aspect,invites
153,aspects,pose
522,asphalt,covering
574,asphaltum,was
118,aspirant,began
273,assassin,followed
44,assassination,circulated
96,assault,commanded
224,assays,displayed
160,assemblage,according
380,assemblies,requiring
496,assembly,fixing
270,assertion,focuses
970,assertions,advanced
1060,assessment,May
250,assessments,inform
131,assessor,evaluates
198,asset,swap
1619,assets,Increased
3749,assignees,are
780,assignment,awaiting
133,assignments,arose
216,assistance,alleged
94,assistant,covering
193,assistants,belonged
336,assize,may
70,assizes,has
674,associate,appears
664,associates,asking
2947,association,controls
219,associations,perturb
1436,assumption,arises
152,assumptions,appearing
398,assurances,having
22766,asterisk,are
221,astern,was
48,asterwards,sent
1232,astonishment,are
93,astral,remains
257,astrologer,considers
100,astronaut,called
56,astronomy,focused
149,astrophysicist,would
107,astrophysics,could
293,asylum,known
57,asymmetry,remain
110,ASBESTOS,REMOVAL
42,ASHES,BY
65,ASOR,is
128,ASSISTANCE,AS
235,ASSISTANT,SUPERINTENDENT
133,ASSOCIATES,is
45,ASTA,are
145,AS,RELIABLE
177,Asahara,is
43,Asaph,expounds
63,Ascanio,added
43,Ascanius,kills
289,Ashanti,became
101,Ashbery,did
56,Ashes,placed
622,Ashley,reached
92,Ashton,broke
3332,Asia,burst
319,Aslam,had
204,Aslan,gives
83,Aspendus,had
194,Assam,keeps
1554,Assembly,burst
69,Assertions,Concerning
349,Assessments,need
178,Assessors,do
1139,Assets,must
62,Assistants,undertook
706,Associates,must
2252,Association,produced
72,Associations,participated
108,Assyrians,arrived
238,Astonishment,kept
86,Astrid,returned
238,Astronomers,suspect
102,Astydamas,was
70,Aswad,made
383,asbestos,insulating
66,ascetic,thinks
54,asceticism,run
94,asci,arranged
1500,ash,approaches
52,ashes,smother
68,ashtray,perched
46,askari,did
263,asparagus,begins
341,aspect,hidden
869,aspects,emphasised
211,aspirant,appeared
1451,aspirations,corresponded
55,aspirin,went
895,ass,caught
127,assailant,attacking
165,assassin,slipped
46,assaults,gained
49,assay,possesses
100,assayer,are
1268,assays,agreed
171,assemblage,living
136,assemblies,legislated
119,assembly,worn
205,assertion,beginning
64,asses,find
2748,assessment,coordinated
97,asset,serving
1548,assets,arises
235,assignats,will
696,assignee,accepts
537,assignments,necessitates
115,assimilations,occur
8680,assistance,forwarded
71,assistant,confessed
2254,assistants,desired
109,assizes,having
12283,associates,approve
3674,association,challenging
481,associations,adopting
197,assumption,r
384,assumptions,hide
408,assurance,become
59,assurances,rest
281,astemizole,is
235,aster,may
85,asterisk,belong
142,asteroids,made
680,asthma,occur
66,astigmatism,created
393,astonishment,mixed
179,astringents,containing
257,astrocytes,become
1604,astrologer,will
41,astrologers,laid
83,astrology,reading
817,astronomers,following
277,astronomy,dated
355,asymmetry,allows
152,ASBESTOS,EXPOSURE
128,ASCM,is
158,ASEAN,attaches
58,ASSISTANCE,DURING
140,ASSOCIATIONS,TO
599,AS,ASCERTAINED
140,Asahi,nenkan
74,Asam,has
167,Asbury,looked
61,Ascariasis,can
2768,Asclepias,tuberosa
59,Asfar,was
50,Asgill,must
162,Ashbery,will
52,Ashcraft,were
64,Ashford,sat
541,Ashley,blinked
51,Ashram,brought
269,Ashton,choreographed
135,Ashwal,et
535,Asia,di
43,Asianism,are
57,Asians,grow
58,Aske,found
70,Aspirations,adapt
187,Assassins,did
72,Assemblies,varied
1882,Assembly,authorizes
281,Assessment,Questionnaire
46,Assher,turned
67,Assignments,come
50,Assimilationism,was
83,Assises,held
59,Assisi,addressed
173,Assistance,Can
183,Associated,has
399,Associates,employed
2613,Association,entrusted
83,Associations,Printed
139,Assumption,must
81,Assumptions,Suppose
240,Assyrian,oppressed
84,Aster,simplex
110,Asterias,was
88,Astor,communicated
46,Astronauts,enter
164,Astronomers,believed
85,Asvaghosa,had
42,Asvamedha,performed
53,Asvins,rescued
88,Asylum,moved
251,Asyndesmus,lewis
169,as,came
158,ascendency,means
187,ascent,using
295,ash,floating
13073,ashes,appears
2074,aspect,appeared
360,aspirant,finds
459,aspiration,depends
116,aspirations,du
187,assailant,managed
110,assassination,determined
151,assault,rolled
842,assay,be
55,assays,uses
201,assemblages,determined
332,assembly,Replace
178,assertion,claims
237,assertions,form
51,assertiveness,varies
73,assessment,occupies
2758,assessments,being
193,asset,existed
989,assets,appreciated
43,asseverations,may
54,asshole,stole
69,assignee,died
200,assignment,rests
107,assignments,facing
47,assigns,zero
127,assimilation,differs
2948,assistance,Provide
173,assistant,learning
1505,assistants,helped
98,assize,resembling
2410,associates,cooperated
3118,association,asking
1675,associations,attributed
398,assortment,occurs
274,assumpsit,are
524,assumption,furnishes
143,assumptions,clarified
1325,assurances,provided
622,asterisk,footnote
78,asteroids,include
1586,astrologer,should
119,astrologers,attributed
1078,astronauts,maintain
255,astronomer,using
71,astronomy,forms
187,astrophysicist,can
152,ASATs,are
171,ASEAN,accepted
170,ASP,won
66,ASRM,has
54,ASSETS,RECEIVED
161,ASSISTANT,is
113,ASS,ALL
233,ASU,are
1710,AS,BEGIN
41,Asa,strengthened
128,Asbestos,millboard
61,Ascanio,told
98,Ascanius,mediis
65,Ascension,occurred
1671,Ascent,is
164,Ascher,could
369,Asclepius,would
498,Ash,kept
126,Ashbery,suggests
47,Ashcroft,writes
50,Ashes,sprinkled
516,Ashi,was
513,Ashley,estimated
58,Ashmore,Reef
69,Ashok,does
328,Ashton,loved
145,Asia,rank
519,Asians,attribute
1029,Asiatic,has
262,Aslan,will
50,Asmund,would
152,Asmus,has
106,Asoka,enlarged
46,Asparagus,Grilled
43,Asper,are
100,Assam,live
128,Assemblie,wes
2603,Assembly,Appointed
58,Assessments,Conducted
104,Assets,Disposed
7205,Association,Was
167,Associations,Using
99,Associators,was
47,Assumptions,help
134,Assyria,devoured
110,Assyrian,must
42,Astolpho,escaped
71,Astonishment,fell
3671,Astor,drew
111,Astrodome,has
62,Astronauts,eat
44,Astronomer,may
55,Asymmetry,refers
181,Asyut,is
349,asana,has
2767,asbestos,were
41,ascension,ceases
40,ascent,discovered
126,asci,mature
992,ascus,contains
489,ash,appear
61,aspect,surrounded
12753,aspects,include
392,aspen,will
278,aspersion,has
150,asphalts,show
253,asphyxia,induced
46,aspiration,go
490,aspirations,thwarted
63,asramas,have
412,ass,hung
191,assailant,armed
287,assassin,blew
45,assassinations,travelled
351,assault,advanced
14610,assays,can
350,assemblage,come
88,assemblages,referred
145,assemblers,need
164,assemblies,d
758,assembly,claimed
70,assent,developed
2745,assertion,making
539,assessment,Given
2283,assessments,become
2410,asset,costing
89,assets,Unrestricted
41,asshole,takes
95,assholes,was
317,assignation,has
1054,assignment,do
69,assignments,count
58,assimilados,was
1978,assimilation,described
298,assise,shall
226,assistance,numbered
412,assistant,accepts
2280,assistants,called
199,associates,promised
1686,association,cut
3156,associations,FIGURE
631,assumption,conducted
451,assumptions,carry
283,assurance,develops
43,assurances,fulfilled
157,asterisks,attached
608,asthma,seem
4396,astringents,are
67,astrocytes,represent
81,astrologer,sent
52,astrology,refers
61,astronauts,descended
41,astronomers,discovering
339,astronomy,consists
173,astuteness,represented
278,asylum,exists
93,ASAP,provides
1456,ASCII,collating
89,ASK,has
72,ASQ,are
176,ASR,were
42,ASSEMBLY,PROCESS
1282,AS,AFFECTING
41,Asaph,added
492,Asbaje,y
47,Asbury,sought
565,Ascension,took
266,Ash,begins
517,Ashburner,was
602,Ashe,felt
105,Asher,tells
494,Ashley,describes
63,Ashtaka,is
1697,Asia,ate
59,Asiana,is
79,Asians,opposed
87,Asiatics,residing
89,Askew,wrote
103,Aslan,makes
153,Asparagopsis,taxiformis
129,Asparagus,Serves
104,Assemblies,set
2555,Assembly,accepts
116,Assets,passing
170,Assignments,provide
50,Assisi,do
44,Assistance,Will
235,Associates,proposed
6288,Association,accept
94,Associationists,was
385,Associations,set
125,Assumptions,Affecting
360,Assyrians,found
82,Astorians,would
89,Astrology,appears
211,Astrom,has
268,Astronautics,held
70,Astronomy,goes
276,asbestos,became
90,ascendancy,comes
56,ascent,maintains
72,ascetics,be
109,asci,showed
61,ascites,varies
57,ash,crumbles
301,ashes,arrived
74,ashlar,had
208,ashtray,sat
149,aspect,overlooking
43,aspectos,relativos
1377,aspects,following
54,aspherics,can
68,aspiration,articulated
40,assailant,mistook
89,assailants,produced
2310,assassin,might
141,assassination,lurked
83,assassins,involved
354,assault,numbered
148,assaults,backed
71,assay,avoids
45,assemblage,graced
328,assemblages,convened
320,assemblies,enabled
97,assembling,may
3058,assembly,attaches
2034,assertion,appear
63,assertions,strike
162,asses,began
805,assessment,constitutes
361,assessments,proved
114,assessor,compares
320,assessors,took
942,asset,generated
1211,assets,assume
183,asshole,do
67,assiduity,went
450,assignee,appointed
1325,assignment,Let
72,assignments,comprise
94,assistance,feel
2608,assistant,crouched
4477,assistantships,were
139,associate,wanted
250,associates,awaiting
3894,association,buy
345,associations,connects
76,assumption,unbecoming
831,assumptions,assure
380,assurances,failed
56,asterisks,showing
124,asteroid,be
277,asteroides,are
775,asthma,keeps
41,astigmatism,vary
75,astonishment,added
48,astrologues,proprement
256,astrology,makes
172,astronauts,sitting
86,asylum,supported
199,asymmetry,concerning
299,ASCs,have
134,ASEAN,wanted
122,ASIS,are
533,ASSESS,Have
129,ASSET,TO
469,ASSOCIATION,was
129,ASTM,Grade
4298,AS,ANOTHER
830,Asa,di
190,Asam,had
422,Asbestos,Cement
118,Ascencio,et
834,Ascham,has
52,Asche,produced
125,Ash,obtained
93,Asha,gave
364,Ashantee,was
40,Ashburton,insisted
176,Ashby,turned
43,Ashe,surveyed
52,Asherah,did
224,Ashford,left
60,Ashforth,has
75,Ashkenazy,plays
287,Ashok,has
79,Ashram,might
930,Ashton,came
2567,Asia,accounted
105,Asians,becoming
158,Asiatics,make
151,Aske,went
50,Askold,is
320,Asolo,was
134,Ass,Is
446,Assam,continued
80,Assault,will
10893,Assembly,appointed
119,Assessment,levied
147,Assets,Should
104,Associates,find
1287,Association,See
295,Associations,gave
311,Assumptions,Related
316,Astell,wrote
201,Astemizole,is
59,Aston,declared
119,Asvalayana,is
142,ascidians,has
276,ascospores,develop
327,ashes,darkened
73,ashtray,fashioned
747,aspect,creates
208,aspects,acquired
40,aspera,bifurcates
1276,aspiration,lies
44,assailants,find
212,assarting,was
319,assassinations,included
235,assault,threw
4398,assaults,helped
206,assay,lies
229,assays,yield
183,assemblage,exhibited
17137,assemblies,had
1203,assembly,controlled
175,assent,appear
120,assertion,applied
44,assertions,combine
62,assessment,ranked
82,assessments,rated
497,asset,applies
4078,assets,brought
88,asshole,started
48,assignat,lost
143,assignee,notifies
26652,assignment,may
522,assignments,offer
65,assigns,i
91,assimilation,existed
176,assimilationist,is
359,assistance,dealing
69,assistant,causes
317,assistants,bound
181,associate,declared
90,associates,attracted
1321,association,assume
696,associations,changing
215,assumption,offered
7022,assumptions,adopted
188,assurance,extends
66,asterisk,need
66,asteroid,observed
83,asteroids,circle
64,asthma,failed
227,astigmatism,found
146,astonishment,subsided
80,astragalus,have
52,astrocytes,involves
64,astrologer,determined
87,astrologers,announced
71,astrology,practised
54,astronaut,died
261,astronauts,lived
338,astronomer,observed
114,astronomers,seems
80,asura,has
49,asylums,seems
94,asymetry,is
78,ASC,returns
369,ASIC,was
86,ASIO,were
129,ASO,will
685,AS,ARBITER
45,Asa,recalled
891,Asahi,is
65,Asakir,says
206,Asclepias,cornuti
115,Asem,had
64,Ashanti,developed
71,Ashbrook,et
650,Ashby,could
832,Ashdod,is
48,Ashe,believes
71,Ashenfelter,found
375,Ashkenaz,was
52,Ashley,following
1776,Ashur,was
2236,Asia,argue
77,Asians,agree
58,Askanazy,found
58,Asling,et
52,Asmodeus,told
56,Aspects,change
145,Asperula,odorata
218,Ass,Will
1462,Assam,became
136,Assamese,did
87,Assay,made
20926,Assembly,agitated
166,Assets,Financed
249,Assignment,Based
42,Assignments,Homework
63,Assimilation,includes
85,Assiniboines,would
45,Assisi,started
981,Assistance,Received
155,Assistants,might
2257,Association,Have
63,Assurbanipal,died
1763,Assyrians,is
56,Astaire,performs
45,Astolpho,pursued
191,Astor,let
54,Astorga,might
705,Astraea,was
403,Astrocytes,were
78,Astronomy,continued
1374,ascending,is
3087,ascent,could
65,ascents,described
275,asceticism,appeared
70,ascites,tends
239,ashes,appear
57,ashram,provided
1663,aspect,pointing
479,aspects,consisted
205,aspectuality,is
235,asphyxia,comes
196,aspirations,contain
180,asplenia,are
156,assailants,disappeared
46,assassin,lift
41,assassination,falls
71,assault,consisting
56,assaults,arise
272,assay,exists
5391,assays,should
60,assegais,thrown
134,assemblages,characterizing
2871,assemblies,affected
248,assembly,delayed
49,assemblymen,went
135,assent,provided
73,assertion,characterizing
2457,assertions,enabled
44,asses,speak
490,assessment,Perform
49,assessments,credited
742,asset,abandoned
178466,assets,ballooned
667,assignment,concerns
294,assignments,marked
83,assimilation,allowed
667,assistance,targeted
118,assistances,is
593,assistant,bound
3705,assistants,arc
1857,associate,must
7717,associates,conspired
311,association,centres
1569,associations,accomplished
47,assortment,needs
58,assumption,characterized
78,assurance,spread
397,asterisk,attached
248,asterisks,appeared
582,asthma,develops
790,astringents,has
156,astrocytes,promote
324,astrologers,called
134,astronaut,sitting
43,astronomers,object
162,astronomy,occupied
93,asylum,failed
71,ASAC,had
184,ASDIC,was
49,ASG,may
285,ASHP,has
66,ASHRAM,PONDICHERRY
205,ASIO,is
83,ASSEMBLY,ARTICLE
60,ASSIMILATION,INTO
57,ASSISTANT,POSTMASTER
62,AS,NOUNS
455,Asbury,could
94,Asch,thought
48,Ashanti,seemed
770,Ashbery,was
117,Ashburton,expressed
497,Ashby,took
129,Ashe,paused
204,Ashenden,made
996,Ashfaq,was
479,Ashkenas,et
214,Ashleigh,knew
461,Ashley,knows
62,Ashmole,are
109,Ashoke,was
139,Ashton,opened
85,Ashur,have
913,Ashwell,was
185,Asia,view
56,Asiago,were
68,Asians,occurred
282,Asiatics,know
119,Aslan,et
122,Asnieres,is
210,Aso,had
770,Asoka,built
131,Aspects,cf
71,Asperger,believed
160,Assault,Is
106,Assemblie,shall
123,Assemblies,dissolved
718,Assembly,resulted
61,Assemblyman,said
366,Assets,continued
