count,noun,verb
121,Akers,came
76,Ako,ay
46,Akshobhya,are
53,Akacfa,utca
117,Akademi,were
489,Akamatsu,et
54,Akhmatova,considered
88,Akhnaton,died
41,Akiba,expounded
252,Akins,has
545,Akram,said
67,Aksobhya,was
94,Akten,und
759,Akbar,abolished
84,Akers,thought
426,Akhenaten,did
105,Akhnaten,had
61,Akkad,lay
101,Akrura,is
169,akathisia,may
65,aki,are
179,Akbar,learnt
82,Akhenaten,can
73,Akiba,maintained
60,Akada,et
80,Akims,had
125,Akkad,mustered
52,Aktion,will
131,akathisia,has
274,Akaroa,is
152,Akers,could
284,Akkadian,has
518,Akkadians,had
163,Aksakov,has
92,Aksinya,said
1940,Akers,et
84,Akiba,heard
133,Akiva,became
166,akrates,does
228,Akbar,receives
95,Akela,stood
63,Akers,conducted
86,Aki,asked
76,Akinloye,was
74,Akutagawa,writes
1471,Akbar,ordered
97,Akhmim,was
101,Akron,should
43,akasa,does
3378,Akalis,were
689,Akbar,received
619,Akerman,has
127,Akers,decided
903,Akesson,et
97,Akbar,endeavoured
44,Akerman,became
327,Akha,have
149,Akiba,found
62,Akin,made
49,Aksakoff,has
323,Aktion,is
194,AK,have
137,Ak,be
56,Akarnania,were
105,Akashi,did
1994,Akbar,promoted
84,Akela,bayed
694,Akers,has
174,Akhmatova,used
764,Akhtar,et
348,Akins,said
92,Akira,took
115,Aksai,Chin
60,akinesia,associated
47,Akademie,were
314,Akbar,wrote
434,Akim,is
448,Akbar,attempted
406,Aksobhya,is
95,AKC,maintains
604,Akaba,is
56,Akademie,vied
40,Akbar,required
197,Akhandananda,was
59,Akhmanova,et
84,Akram,did
54,Akan,could
70,Akayev,is
669,Akazawa,et
2152,Akbar,could
440,Akhenaton,had
72,Aki,found
53,Akiba,appeared
60,Akizuki,was
82,Aklan,praying
69,AKS,was
69,Akaroa,would
169,Akikuyu,are
62,Ak,depends
68,Akayev,won
267,Akbar,chose
43,Akhenaten,decided
157,Akron,made
112,Aksum,has
786,Akutagawa,was
92,Akbar,takes
290,Akers,would
195,Akha,has
234,Aklavik,is
51,Akron,must
61,Akwesasne,are
86,AKM,was
46,AKi,is
74,Ak,had
198,Akabori,et
455,Akbar,favoured
52,Akers,argued
110,Akhenaten,must
104,Akkumulation,und
141,Akiba,held
234,Akiva,went
89,Akzo,has
82,akk,is
88,Akal,was
85,Akalis,has
102,Akassa,is
139,Akbar,threw
48,Akela,listening
57,Akerman,replied
171,Akey,et
116,Akram,asked
196,Aksyonov,had
150,akinetes,were
257,Akbar,put
61,Akbari,records
47,Akela,returned
69,Aktionen,took
855,AK,are
51,Akaba,could
268,Akamba,were
242,Akbar,believed
100,Akhmatova,received
47,Akiba,do
42,Akron,offers
263,Aktion,took
76,akrasia,can
1196,Akbar,began
57,Akhetaton,is
134,Akhmatova,read
252,Akko,was
124,Akram,has
51,Akureyri,had
94,Akwesasne,has
74,Akademi,does
97,Akademie,vir
304,Akan,has
119,Akans,is
123,Akbar,forgave
63,Akhnaton,may
50,Akim,made
166,Akalis,started
429,Akbar,followed
147,Akhenaten,appears
76,Akropong,is
99,Aksakov,said
50,Aksumites,had
134,akinesia,has
126,akkadiennes,et
120,akroteria,were
55,AK,went
91,Akela,used
98,Aker,has
194,Akiko,would
215,Akalis,held
249,Akbari,has
86,Akiko,gave
75,Akinesia,is
55,Akureyri,are
93,AKB,is
154,Akamine,et
44,Akbar,answered
95,Akhmatova,remained
53,Akhromeyev,is
98,Akhtar,would
85,Akrotiri,have
492,AKC,has
415,AKP,is
98,AK,values
407,Akragas,was
79,Akavyah,ben
113,Akbar,mounted
369,Akela,had
107,Akeley,said
52,Akhenaten,changed
120,Akrura,said
459,Akbar,brought
613,Aki,was
49,Akiko,can
80,Akka,could
87,Aklan,was
57,akathisia,were
52,akinetes,have
44,Akashi,refused
266,Akbar,failed
83,Akbarnama,is
139,Akihito,has
420,Akalis,did
1618,Akbar,died
76,Akenside,thought
78,Akerman,does
147,Akhenaten,came
270,Akhenaton,did
82,ak,denotes
53,Akademi,awarded
481,Akbar,consolidated
750,Akerlof,et
85,Akers,looked
40,Akhenaton,failed
135,Akhmet,was
55,Akram,went
145,Aksum,are
52,akas,is
65,Akbar,responded
48,Aked,says
62,AKT,are
174,Akbar,drew
118,Akbari,et
205,Akhmatova,began
50,AKA,may
198,Akagi,were
43,Akayev,dismissed
86,Akhbar,wrote
586,Akyab,was
373,akhi,is
51,AK,denotes
79,Akaba,should
69,Akamai,is
67,Akbar,rejected
3092,Akhenaten,chose
40,Akiba,have
95,aktera,nad
205,Akbar,grew
69,Akerman,would
111,Akhtar,were
426,Akiko,said
41,Akkad,established
195,Akroyd,was
54,ak,would
57,AK,approaches
519,Akalis,was
297,Akan,had
145,Akbar,managed
100,Akiva,began
69,Akkadian,would
114,aksharas,are
125,Akande,is
70,Akela,howled
59,Akeley,returned
232,Akenside,wrote
68,Akiva,knew
141,Aksa,Mosque
48,Aktstykker,til
252,Akwesasne,is
200,Akan,would
100,Akiba,seems
169,Akiko,does
705,Akita,is
116,Aksakov,says
261,Ak,was
531,Akbar,goes
81,Akers,will
56,Akhnaton,were
69,Akiba,speaks
44,Akira,have
136,Akwei,was
123,Akan,did
65,Akhmatova,can
531,Aki,said
75,Akiba,felt
143,Akbar,desired
202,Akemi,had
138,Akenside,seems
51,Aktion,ended
74,Akulov,was
195,Akalis,took
81,Akamatsu,were
69,Akbar,pardoned
216,Akela,said
217,AKP,was
44,Akitoye,signed
50,Akaba,seemed
104,Akapana,was
387,Akbar,proclaimed
474,Akber,had
140,Ake,argues
113,Akela,would
625,Ake,is
65,Akidas,were
56,Akiko,seemed
95,Akintola,became
684,Akira,is
93,Akron,does
48,Aksakov,remained
729,Akan,thought
57,Akers,reported
41,Ak,corresponds
133,Akbar,inherited
60,Akeley,were
102,Akhmatova,says
94,Akins,would
59,Akrura,went
518,Aksum,is
267,Aksyonov,was
518,Ak,can
120,Akbar,promulgated
132,Akber,made
89,Akiba,must
78,AKP,came
147,Ake,could
89,Akehurst,is
53,Aken,were
209,Akerlof,has
214,Akhromeyev,had
78,Akram,would
40,Akron,needed
58,Ak,occurs
258,Akbar,assumes
54,Aksakov,spoke
383,Aku,was
173,AKC,can
81,AKF,is
55,Akamba,did
751,Akenside,has
66,Akiba,applied
129,Akiyoshi,was
55,Akron,received
314,Aka,are
255,Akbar,realized
94,Akhund,had
71,Ako,were
58,Aktiengesellschaft,has
84,ake,was
179,Akaia,is
62,Akhmatova,describes
46,Akiba,refused
66,Akim,came
80,Aksay,et
149,AKC,recognized
98,Akbar,seized
120,Akenside,would
148,Akhenaten,seems
122,Akiba,thought
81,Akim,told
72,Akin,came
90,AKAPs,are
50,Akbar,struck
128,Akin,did
41,Akkad,continued
51,Akasa,does
52,Akiko,died
46,Akiyama,made
73,Akrisios,was
95,Akt,signaling
406,Akbar,adopted
79,Akin,told
57,Akron,continued
131,Akashi,said
42,Akbar,drank
72,Akers,stated
100,Akhenaten,began
54,Akbar,finds
69,Akhenaten,have
162,Akil,is
84,Akiva,explained
194,Akrotiri,are
96,Aksinya,went
97,Ak,does
117,Akans,had
108,Akasaka,was
2431,Akbar,collected
66,Akbari,had
43,Ake,argued
377,Akha,is
288,Akiva,replied
125,Aksnes,et
154,Akademgorodok,is
2330,Akademi,has
138,Akbar,opened
191,Akhenaten,built
89,Aki,could
55,Akiba,declares
66,Akira,came
51,Akiva,brought
101,Akiyama,said
54,Akron,developed
91,Akaka,was
53,Akalis,might
171,Akbar,becomes
511,Akira,has
78,Akkadiennes,et
123,akidas,were
40,Akagi,went
46,Akaitcho,did
55,Akela,must
66,Akers,replied
100,Akiva,does
58,Akoko,was
60,Akbar,formed
233,Akola,is
118,Akosombo,was
67,AK,being
119,Akbar,instituted
111,Akiba,knew
3915,Akron,was
105,Akalis,joined
88,Akashi,were
43,Akbar,cared
49,Ake,notes
50,Akerman,have
633,Akin,is
137,Akwesasne,had
56,Akademy,has
60,Akbar,ceased
429,Akiba,went
590,Akiva,says
155,Akshay,had
338,Akbar,can
91,Akebono,was
48,Akers,may
141,Aki,are
86,Akt,were
75,Ak,have
98,Akabia,ben
42,Akalis,entered
97,Akerman,wrote
309,Akiba,answered
827,Akiva,had
53,Ako,would
203,Akademie,der
68,Akhara,was
48,Akhoonds,ranking
134,Akihabara,is
109,Akkadians,took
89,Akram,told
246,akinesia,was
131,Akamatsu,had
1179,Akan,is
69,Akbar,meant
524,Ake,had
90,Akers,gave
47,Akiba,drew
68,akuntala,is
3269,Akbar,did
2273,Akenside,was
70,Akhdar,are
56,Akron,lost
86,Akai,had
132,Akans,say
49,Akbar,derived
381,Akakievich,was
72,Akaroa,were
79,Akers,proposed
99,Akhenaton,were
253,Akiba,insisted
2874,Akiyama,et
85,akrates,has
104,Akad,d
49,Akans,would
289,Akaroa,was
581,Akbar,deputed
139,Akers,went
68,Akhenaten,married
88,Akihito,visited
74,Akim,could
53,Akiva,departed
95,Aksakov,writes
49,Ak,means
62,Akbari,were
583,Akela,is
316,Akron,did
616,Aksoy,et
65,aK,can
101,akrasia,are
55,Akbar,accompanied
98,Akhenaten,left
119,Akiba,believed
44,Akron,used
600,Akshara,is
103,Akamba,believe
136,Akiba,say
70,Akiko,made
86,Akintola,would
115,Akira,were
58,Akkad,came
170,Aksum,were
83,Akwesasne,have
60,aks,is
94,Aka,et
981,Akbar,are
245,Akka,said
42,ak,depends
392,AK,may
471,Akademie,ved
277,Akaitcho,was
146,Akiko,wrote
59,Akira,are
132,Akka,came
142,Aksum,became
71,Akutan,is
373,Akutsu,et
206,akebia,is
163,Akkadians,adopted
88,Akkas,are
67,Akbar,devoted
429,Akhmatova,were
63,Aktan,et
312,Akakievich,had
478,Akbar,seems
358,Akbari,gives
165,Akhmatova,spent
352,Akinetes,are
110,ak,represents
222,Akbar,met
96,Akim,looked
57,Akins,could
72,Akitas,were
452,Akron,are
240,Aksakoff,is
137,Akademie,Ved
214,Akaitcho,had
85,Akakievich,would
53,Akasha,are
415,Akbar,paid
71,Akram,came
72,Akademi,forskningsinstitut
163,Akas,were
84,Akbar,remitted
78,Akhenaten,tried
63,Akoto,had
78,Aksyonov,said
96,Akhetaten,were
120,Akil,said
198,Akka,were
1110,Akron,has
64,Akbar,fought
44,Akbari,shows
60,Akers,returned
400,Akhtar,had
63,Akins,went
52,Akkad,brought
127,Akron,can
338,Akselrod,was
64,akathisia,occurs
806,Akashi,was
950,Akbar,initiated
217,Aken,was
423,Akiba,et
107,Aklan,is
130,Akron,held
119,Akbar,comes
296,Aki,et
49,akinesia,should
99,Akademiia,nauk
865,Akbar,left
104,Akhmadulina,is
87,Akhmatova,speaks
82,Akihito,became
41,Akron,do
78,akra,is
66,Akhmatova,described
153,Akkadians,are
59,Akko,has
61,AKZO,is
87,Akalis,became
423,Akhmatova,has
120,Akiba,explained
216,Akpan,was
190,Akram,is
73,Akbar,welcomed
54,Akers,suggests
140,Akhenaten,became
2442,Akiba,said
72,Akalaitis,is
59,Akalis,may
140,Akana,was
109,Akayev,had
60,Akiko,turned
61,Aksa,rises
230,Aku,is
336,akathisia,are
258,Akai,et
2586,Akbar,asked
54,Akiva,emerged
78,Aksakov,took
167,Akalis,is
63,Akers,argues
240,Akko,is
108,Akua,was
78,Ak,should
1698,Akalis,had
101,Akhmatova,continued
276,Akwamu,had
137,aktionsart,is
80,Akhmadulina,has
289,Akron,have
263,akroterion,is
97,Akalis,can
94,Akashi,would
205,Akbar,breathed
51,Akhmatova,seems
155,Akita,had
122,Akiva,declared
199,Akkadian,became
120,Akbar,commanded
109,Akim,did
83,akasa,can
54,AKR,has
42,Akalis,opposed
430,Akbar,led
44,Akber,governed
72,Akers,can
92,Akiba,should
99,AK,slung
61,Akerman,makes
92,Akhmatova,saw
388,Akita,was
46,Akiva,reached
387,Aksu,et
95,Aksumites,were
87,akinetes,is
53,Akbari,makes
1303,Ake,came
94,Akt,may
209,Akbar,fell
707,Akiko,is
245,Akil,et
111,Aksyonov,has
45,Akbar,conceived
59,Akiva,felt
160,akathisia,can
263,AKs,were
45,Akaike,is
124,Akhmatova,became
332,Akiyoshi,et
395,Akbar,being
75,Akin,wrote
44,Akkad,fell
118,Akoto,was
137,Akragas,is
202,Akron,will
135,Akula,had
83,akas,were
258,akathisia,was
172,Akaba,were
56,Akhmatova,must
72,Akiva,thought
127,aka,is
46,Akechi,ruled
72,Akerman,hastened
81,Akers,called
59,Akhbar,has
69,Akiba,turned
70,Akiko,will
520,Akin,had
786,Akram,was
690,AK,had
89,Akalis,went
86,Ake,are
99,akh,was
351,akinesia,are
564,Akbar,must
71,Akhlaq,was
357,Akaba,had
112,Akbar,recalled
243,Akenside,appears
94,Aktionsarten,are
165,Akaky,was
68,Akenside,read
76,Akkad,became
110,Akram,could
260,Akron,said
303,Aka,is
74,Akhmatova,may
1502,Akhund,is
62,Akimoto,had
1114,Akira,was
199,Akutagawa,wrote
75,Akyab,would
102,Akbar,conquers
276,Akedah,was
54,Akenside,show
80,Akhmatova,knew
215,Akinyemi,et
209,akhara,is
73,AKC,approved
60,Akalis,refused
155,Akenside,did
1132,Aksum,was
133,Akademi,organised
443,Akashi,had
418,Akbar,conferred
52,Akerman,were
136,Akkadians,was
46,Akron,offered
5584,Akbar,honoured
68,Akers,died
87,Akiyama,has
141,Aksenov,is
66,Akh,was
55,Akhenaten,reigned
72,Akhmatova,died
208,Akhnaten,was
98,Aksyonov,is
1169,Ak,are
248,Akar,had
351,Akbar,enjoyed
212,Akola,was
542,AKs,have
68,Akerman,calls
57,Akhmatova,stayed
172,Akim,said
343,Akulina,was
88,Akapana,is
63,Akbar,represented
106,Akerson,was
64,Akimoto,is
124,Akopyan,et
233,Akan,believe
146,Akhun,had
58,Akins,began
66,Akiva,believed
275,Akman,et
288,AKRSP,has
122,AK,be
282,Akbar,lay
176,Aker,had
122,Akers,became
157,Akhmatova,looked
106,Akhnur,was
51,Akhtar,became
170,Akmolinsk,was
671,Akbar,appointed
131,Akers,knew
277,Akhter,et
504,Akkad,is
144,AKEL,had
413,Akiba,would
461,Akbar,held
164,Akeley,is
64,Akhtar,are
49,Akan,must
107,Ake,would
114,Akechi,had
147,Akhmatova,called
186,Akiko,could
45,Akropong,were
98,Akal,Takht
100,Akeley,did
60,Akron,making
119,Aktiengesellschaft,was
75,Akai,has
444,Akamba,are
632,Akbar,showed
225,Akhenaten,could
62,Akiba,departed
199,Aktories,et
113,AK,call
62,Akaba,has
156,Akalis,continued
438,Akbar,cemented
143,Akenside,says
73,Akhenaton,built
132,Aksel,was
64,Akbar,noticed
277,Akbari,was
80,Akber,sent
48,Ake,called
59,Akiba,looked
75,Akim,asked
263,Akans,have
442,Akebia,quinata
46,Akhenaten,held
51,Akkadians,borrowed
677,Akkermans,et
66,Akol,was
75,Aksakov,came
324,Akureyri,is
238,Akademisk,avhandling
110,Akan,will
140,Akavya,ben
939,Akers,said
103,Akhandananda,had
54,Akhromeyev,has
1026,Akiva,is
63,Akzeptanz,und
89,AKC,recognizes
54,AK,do
47,Akers,spoke
84,Akhmet,had
133,Akad,Wiss
111,Akalaitis,has
575,Akashi,et
450,Akbar,got
169,Akhenaten,are
48,Akhnaton,must
717,Aksakov,had
123,Akalis,launched
328,Akamatsu,was
1124,Akbar,became
189,Aker,is
90,Akers,are
444,Akiba,replied
87,Akkadian,have
89,akasha,is
78,Akbar,organised
137,Akrawy,et
196,AK,must
755,Akademi,was
95,Akbar,discouraged
131,Akedah,has
318,Akhmatova,appeared
64,Akiba,set
731,Akim,was
145,Akroyd,has
251,Akbar,inquired
1189,Akins,was
283,Akutagawa,had
72,Akhenaten,founded
99,Akintola,did
58,AKC,would
48,Akagi,took
75,Akahane,et
186,Akenside,were
501,Akhbar,was
48,Akhenaten,holds
128,Akiba,called
99,Akintola,said
400,Akiyama,had
155,Aksu,is
313,Akwamu,were
46,Akathisia,can
54,Akbar,consulted
204,Akiko,were
142,Akira,did
146,Akron,may
209,Aka,was
117,Akasaki,et
2574,Akers,was
80,Akhenaten,attempted
72,Akiva,found
131,AKRSP,was
136,Akara,is
437,Akbar,laid
48,Akber,should
223,Akiba,left
46,Akrura,has
56,AKC,publishes
45,Akbar,woke
279,Akemi,was
244,Akhmatova,i
156,Akihito,had
563,Akins,et
82,Akra,were
41,AKC,requires
107,Akasha,has
162,Akbar,changed
70,Akerman,made
105,Akers,have
57,Akhenaten,believed
648,Akintola,had
78,akasa,has
204,Akabah,was
98,Akalis,demanded
74,Akas,had
193,Akbar,seemed
130,Akron,took
44,Akademie,has
81,Akai,is
793,Akaike,et
50,Akbarnama,was
87,Akela,looked
303,Akiba,sought
1542,Akiko,was
57,Akkadian,could
168,akasa,are
155,Aka,had
215,Akademi,i
148,Akassa,was
69,Akeley,shot
70,Akerman,did
93,Akh,is
50,Akiba,ruled
62,Akins,gave
62,Akira,became
124,Akiva,used
132,Aksakov,declared
250,ak,was
217,Akbar,Ahmed
40,Akber,became
68,Ak,becomes
114,Akenside,are
41,Akerman,seems
645,Akert,et
251,Akiba,asked
78,Akademi,would
444,Akbar,founded
71,Akhbar,were
46,Akiba,stated
108,Akimovna,had
75,Akins,were
684,Akka,was
110,Akron,grew
59,Aksinya,has
135,Akali,was
79,Akashi,could
49,Ake,says
95,Akiba,does
53,Akibiades,was
69,Akiko,are
73,Akalis,want
384,Akiba,died
97,akropolis,was
312,AK,would
88,Akaitcho,came
69,Akbah,unlocked
349,Akimov,et
67,ak,must
47,Akatan,hunted
19821,Akbar,had
55,Akira,told
148,Akron,came
686,Akbar,used
81,Aksoy,was
86,Akulina,has
55,Akbar,tells
91,Akhmatova,found
45,Akiba,visited
138,Akiko,asked
53,Akrotiri,would
1143,Akalis,came
110,Akarnanians,were
213,Akiba,took
94,Aksakov,believed
146,akce,was
468,Akbar,arrived
113,Akkadische,und
108,akademiens,handlingar
279,akenes,are
139,Ak,denotes
51,Akademi,held
426,Akbar,sought
94,Akela,goes
1144,Akhenaton,was
135,Akiva,took
67,Akkad,did
64,AKs,had
241,Akaev,was
88,Akbar,hoped
126,Akhdar,was
93,Akintola,is
173,Akshay,was
84,Aksinya,is
189,Akadeemia,tee
212,Akalis,wanted
278,Akash,was
52,Akeley,worked
116,Akerman,came
558,Akim,had
60,Akizuki,et
240,Aktion,und
114,Akwa,was
187,aK,are
64,ake,has
57,AKC,may
206,Akana,et
58,Ake,went
1247,Akhenaten,is
95,Akhmatova,gave
97,Akin,are
82,Akitas,have
149,Akron,went
82,AKP,won
82,Akamba,say
327,Akbar,will
56,Akenside,speaks
49,Akin,went
149,Akaev,had
457,Akio,was
550,Akron,would
1024,Akbar,conquered
176,Akers,were
95,Akhbar,reported
94,Akiba,added
114,Akira,looked
91,Akiva,turned
174,Akayesu,had
152,Akershus,was
93,Akimov,did
99,Akio,et
1554,Aksakov,was
111,Akbar,helped
103,Aki,were
118,Akiva,are
61,AK,came
100,Akan,may
80,Akerman,says
180,Akiba,entered
57,Aklavik,were
68,Aksakov,thought
121,AKZO,had
82,AK,held
1004,Akenside,is
144,Akutagawa,committed
197,Akans,believe
222,Aksakov,did
68,AKAs,were
62,AKT,signaling
373,Akagi,had
94,Akalis,felt
558,Akbar,determined
58,Akhenaten,sent
153,Akpan,has
507,Akbar,saw
58,Akers,arrived
81,Akhmatova,does
91,Akiko,took
58,Akkadians,may
62,Aktion,came
93,Akbah,had
403,Akbar,aimed
882,Akerman,was
49,Akosombo,has
54,Aksakov,maintained
56,aksara,has
57,AK,decreases
142,AKth,is
79,Aki,went
1809,Akiba,ben
327,Akkerman,et
152,akharas,are
170,Akas,is
42,Akbar,awoke
92,Akra,are
180,akinete,is
69,Akbar,needed
248,Akers,says
67,Akha,do
179,Akhenaten,will
276,Akkadian,are
99,Akbar,recognised
60,Akhmatova,suffered
74,Akiskal,has
65,Akram,took
47,Aksakov,tried
1246,Aktion,was
57,AKA,had
94,Akbar,makes
101,Akhmatova,made
53,AKs,can
89,Akbar,engaged
63,Akhmatova,makes
192,Akihito,is
2362,Akiva,was
247,Akt,are
77,Aktaion,is
170,Aktion,were
315,AKs,are
43,Akas,call
107,Akathistos,Hymn
94,Akbarian,et
47,Akhmatova,should
275,Akhtar,has
114,Akhundov,was
57,Akrura,took
84,AKC,licensed
339,Akbar,invited
177,Akenside,recast
353,Akhenaten,has
434,Akhnaton,had
59,Akintola,should
358,akathisia,is
49,Akademie,fiir
281,Akbar,commenced
129,Ake,did
399,Akella,et
289,Akenson,has
47,Akhand,Bharat
101,Akiba,spoke
228,Aku,had
573,ak,are
119,Akbar,discovered
50,Akesson,is
53,Aksum,came
251,Akers,should
55,Akhyati,is
170,Akira,says
130,Akkad,conquered
317,Akron,became
135,Akrotiri,has
47,Akalis,put
60,Akeley,saw
57,Akinetos,sat
396,Akademisches,Auslandsamt
447,Akbar,turned
707,Akira,had
480,Aksa,is
117,ak,has
166,Akasofu,et
83,Akhmadulina,was
95,Akiba,told
129,Akosua,was
63,Akron,gave
51,Akus,are
310,Akakievich,is
60,Akamai,was
346,Akhilleus,is
235,Akimovna,was
609,Akins,had
687,Aksakov,wrote
51,Aktion,started
164,Akbar,passed
72,Akers,received
82,Akiba,laughed
53,Akkerman,is
132,Akt,phosphorylates
288,Aktas,et
79,Akamatsu,is
880,Akbar,encouraged
70,Akhenaton,may
575,Akkad,were
56,Aktionismus,und
991,Akaba,was
210,Akaev,has
838,Akbar,expanded
188,Akers,took
65,Akhromeyev,told
72,Akwapim,was
56,Aken,has
74,Akers,might
148,Akropolis,were
78,Aktaion,was
84,Ak,were
114,Akbar,forbade
75,Akhdar,drops
52,Akita,would
46,Akiva,teaches
81,AKH,has
47,Akademi,conferred
138,Akar,was
101,Akela,misses
74,Akenson,argues
146,Akkerman,was
72,Aked,is
245,Akhenaten,may
73,Akhenaton,has
45,Akhmatova,survived
3998,Akiba,supported
79,AKADEMIE,VED
182,Akaba,would
67,Akademi,could
325,Akamba,have
926,Akbar,continued
78,Akira,made
161,Akademi,can
117,Akio,has
158,Akyem,was
74,akinesia,induced
85,AKs,is
139,Akay,et
127,Akha,were
49,Akiba,responded
255,Akiko,has
653,Akka,had
5899,AK,is
49,Akasaka,has
488,Akbar,should
84,Akhnaton,has
58,Akhnoor,was
146,Akritas,is
75,Akutagawa,would
204,AKH,is
163,Akademi,published
42,Akan,might
383,Akans,are
46,Akhenaten,abandoned
250,Akiba,saw
230,Akiko,did
54,Akkadians,is
106,aku,was
151,Akbar,assumed
88,Akeley,made
58,Akhenaton,are
271,Akiba,has
82,Akiva,will
91,Aklavik,had
70,Akron,provided
158,Aksakov,are
81,Akty,sobrannye
192,Akademi,will
1221,Akbar,crossed
46,Ake,suggests
57,Akiba,argued
115,Akins,told
172,Akragas,had
76,Akron,OH
98,Aksakov,could
52,Akure,were
1272,akinesia,is
59,Akashi,told
87,Akenside,describes
278,Akhenaten,were
76,Akhetaten,had
127,Akhmim,is
1050,Akin,was
65,Akkad,went
48,Akalis,succeeded
1335,Akasha,is
60,Akber,were
52,Akers,added
1421,Akiba,had
158,Aktionen,were
53,Akure,has
57,Akademi,sponsored
63,Akalis,arrested
109,Akela,were
54,Akol,is
133,Akbar,captured
211,Akerblom,et
44,Akers,claimed
57,Akiko,sat
60,akua,had
266,AKA,was
63,Akkad,could
1329,Akt,is
91,akinesia,were
64,Akakievich,did
56,Akamantis,won
84,Akbar,achieved
176,Aktion,began
500,AK,will
81,Akarit,was
371,Akbar,acceded
62,Akhenaten,lived
176,Aki,has
146,Akulina,is
91,Akademie,und
77,Akbar,addressed
97,Akhmatova,went
85,Akindele,et
294,akademia,vied
78,AKS,is
536,AK,can
42,Akaitcho,appeared
674,Akalis,won
30895,Akbar,was
78,Ake,does
48,Akhmatova,stood
73,Akinjide,was
446,Akins,is
170,aksaras,are
252,Akademie,was
159,Akal,is
50,Akbari,contains
48,Akhnur,is
83,Aklavik,has
112,Aksenov,had
393,akademie,ved
49,Akaba,called
72,Aked,had
54,Akers,agreed
235,Akhmanov,et
71,Akhnaton,could
123,Akagawa,et
41,Akalis,set
497,Akbar,devised
80,Akhenaten,declared
134,Akureyri,has
65,Akakia,et
40,Akbar,replaced
84,Akenside,having
280,Akitas,are
66,Akiva,lived
261,Aksenov,was
178,Akalis,will
81,Akavia,ben
755,Akbar,completed
63,Akenside,died
56,Akhenaten,gave
76,Akinari,is
480,AK,were
74,Akhnaton,seems
87,Akiko,published
167,Ako,is
61,Akrema,proved
135,Akbar,bestowed
75,Akiba,adds
167,Akira,would
196,AKI,is
95,Akehurst,has
60,Akeley,began
201,Akhnaten,is
96,Akpan,had
63,AK,became
71,AKs,slung
175,Akatsuka,et
197,Akbar,accepted
60,Akerlof,was
97,Akhmatova,uses
453,Akiba,did
93,Akrasanee,et
68,Aksakoff,was
57,Akx,is
70,Akbar,restored
93,Akerlof,argues
317,Akers,got
115,Akhenaten,moved
640,Aki,is
92,Akropolis,had
274,Akasa,has
221,Akbar,added
214,Akehurst,et
45,Akiba,suffered
186,Akosua,had
123,akropolis,is
180,Akabya,ben
282,Akasaka,et
1152,Akbar,said
109,Akers,does
177,Akiba,became
81,Akzo,had
246,Akash,is
65,Akiko,must
46,Akka,have
536,Akbari,is
48,Akhmatova,brought
96,Akiba,began
749,Akimov,has
60,Aksakov,describes
56,akari,is
59,AKA,are
123,AKC,offers
2396,AK,et
57,Akademi,decided
2409,Akbar,took
71,Akhtar,came
437,akinetes,are
84,Akbal,is
91,Akers,began
117,Akinetos,is
332,Akwamu,was
83,Akkadian,may
123,Akarnanians,had
249,Akbar,appeared
59,Akela,shook
164,Akeley,has
116,Akil,had
105,Akita,are
446,akademie,vied
77,Akalaitis,had
107,Akerman,said
74,Akhmatova,met
141,Akkadians,conquered
82,Akrura,saw
